Anno;Quartiere;Genere;Ipotesi_alta;Ipotesi_media;Ipotesi_bassa
2018;Mecenate;Femmine;147;147;147
2018;Mecenate;Maschi;133;134;134
2018;Navigli;Femmine;76;76;76
2018;Navigli;Maschi;62;62;62
2018;Niguarda - Cà Granda;Femmine;240;240;240
2018;Niguarda - Cà Granda;Maschi;207;207;206
2018;Ortomercato;Femmine;21;21;21
2018;Ortomercato;Maschi;17;17;17
2018;Padova;Femmine;201;201;200
2018;Padova;Maschi;175;174;174
2018;Pagano;Femmine;91;91;91
2018;Pagano;Maschi;76;76;76
2018;Parco Lambro - Cimiano;Femmine;143;143;143
2018;Parco Lambro - Cimiano;Maschi;117;117;117
2018;Parco Monlué - Ponte Lambro;Femmine;6;6;6
2018;Parco Monlué - Ponte Lambro;Maschi;4;4;4
2018;Porta Romana;Femmine;74;74;74
2018;Porta Romana;Maschi;65;65;65
2018;Portello;Femmine;50;50;50
2018;Portello;Maschi;41;41;41
2018;QT 8;Femmine;29;29;29
2018;QT 8;Maschi;19;19;19
2018;Quarto Cagnino;Femmine;38;38;38
2018;Quarto Cagnino;Maschi;46;46;46
2018;Quarto Oggiaro;Femmine;185;185;185
2018;Quarto Oggiaro;Maschi;157;156;156
2018;Quinto Romano;Femmine;17;17;17
2018;Quinto Romano;Maschi;16;16;16
2018;Ripamonti;Femmine;56;55;55
2018;Ripamonti;Maschi;66;66;66
2018;Rogoredo;Femmine;28;28;28
2018;Rogoredo;Maschi;21;21;21
2018;Ronchetto S/N;Femmine;72;72;72
2018;Ronchetto S/N;Maschi;75;75;75
2018;S. Cristoforo;Femmine;60;60;60
2018;S. Cristoforo;Maschi;59;59;59
2018;S. Siro;Femmine;54;54;54
2018;S. Siro;Maschi;61;61;61
2018;Sarpi;Femmine;165;165;165
2018;Sarpi;Maschi;132;132;131
2018;Scalo Romana;Femmine;30;30;30
2018;Scalo Romana;Maschi;39;39;39
2018;Selinunte;Femmine;158;157;157
2018;Selinunte;Maschi;114;114;114
2018;Stadera;Femmine;175;175;175
2018;Stadera;Maschi;151;151;151
2018;Tibaldi;Femmine;68;68;68
2018;Tibaldi;Maschi;60;60;60
2018;Ticinese;Femmine;91;91;91
2018;Ticinese;Maschi;84;84;84
2018;Tortona;Femmine;78;78;78
2018;Tortona;Maschi;74;74;74
2018;Trenno;Femmine;11;11;11
2018;Trenno;Maschi;19;19;19
2018;Umbria - Molise;Femmine;131;131;131
2018;Umbria - Molise;Maschi;104;104;104
2018;Vigentina;Femmine;76;76;76
2018;Vigentina;Maschi;69;69;69
2018;Villapizzone;Femmine;238;236;236
2018;Villapizzone;Maschi;193;189;189
2018;Vle Monza;Femmine;138;137;137
2018;Vle Monza;Maschi;135;135;135
2018;Washington;Femmine;161;161;161
2018;Washington;Maschi;127;127;127
2018;XXII Marzo;Femmine;180;180;180
2018;XXII Marzo;Maschi;149;148;148
2018;Quartieri residuali;Femmine;17;17;17
2018;Quartieri residuali;Maschi;9;9;9
2019;Adriano;Femmine;37;37;37
2019;Adriano;Maschi;44;44;44
2019;Affori;Femmine;107;107;107
2019;Affori;Maschi;105;104;104
2019;Baggio;Femmine;176;176;176
2019;Baggio;Maschi;163;163;163
2019;Bande Nere;Femmine;309;309;308
2019;Bande Nere;Maschi;256;255;255
2019;Barona;Femmine;115;115;115
2019;Barona;Maschi;103;102;102
2019;Bicocca;Femmine;20;20;20
2019;Bicocca;Maschi;18;18;18
2019;Bovisa;Femmine;53;53;53
2019;Bovisa;Maschi;49;49;49
2019;Bovisasca;Femmine;43;43;43
2019;Bovisasca;Maschi;41;41;41
2019;Brera;Femmine;84;84;84
2019;Brera;Maschi;80;80;80
2019;Bruzzano;Femmine;41;41;41
2019;Bruzzano;Maschi;52;52;52
2019;Buenos Aires - Venezia;Femmine;348;348;348
2019;Buenos Aires - Venezia;Maschi;314;312;312
2019;Centrale;Femmine;83;83;83
2019;Centrale;Maschi;74;74;74
2019;Città Studi;Femmine;230;229;229
2019;Città Studi;Maschi;179;179;179
2019;Comasina;Femmine;51;51;51
2019;Comasina;Maschi;38;38;38
2019;Corsica;Femmine;121;121;121
2019;Corsica;Maschi;96;96;96
2019;De Angeli - Monte Rosa;Femmine;121;121;121
2019;De Angeli - Monte Rosa;Maschi;99;99;99
2019;Dergano;Femmine;90;90;90
2019;Dergano;Maschi;91;90;90
2019;Duomo;Femmine;77;77;77
2019;Duomo;Maschi;73;73;73
2019;Ex OM - Morivione;Femmine;52;52;52
2019;Ex OM - Morivione;Maschi;25;25;25
2019;Farini;Femmine;6;6;6
2019;Farini;Maschi;6;6;6
2019;Forze Armate;Femmine;141;141;141
2019;Forze Armate;Maschi;125;125;125
2019;Gallaratese;Femmine;243;243;243
2019;Gallaratese;Maschi;236;236;236
2019;Garibaldi Repubblica;Femmine;26;26;26
2019;Garibaldi Repubblica;Maschi;13;13;13
2019;Ghisolfa;Femmine;88;88;88
2019;Ghisolfa;Maschi;79;79;79
2019;Giambellino;Femmine;172;172;172
2019;Giambellino;Maschi;135;135;135
2019;Gratosoglio - Ticinello;Femmine;101;101;101
2019;Gratosoglio - Ticinello;Maschi;114;114;114
2019;Greco;Femmine;77;77;77
2019;Greco;Maschi;70;70;70
2019;Guastalla;Femmine;73;72;72
2019;Guastalla;Maschi;72;72;72
2019;Isola;Femmine;106;106;106
2019;Isola;Maschi;88;88;88
2019;Lambrate;Femmine;51;51;51
2019;Lambrate;Maschi;37;37;37
2019;Lodi - Corvetto;Femmine;228;227;227
2019;Lodi - Corvetto;Maschi;184;184;184
2019;Lorenteggio;Femmine;93;93;93
2019;Lorenteggio;Maschi;78;78;78
2019;Loreto;Femmine;208;207;207
2019;Loreto;Maschi;180;179;179
2019;Maciachini - Maggiolina;Femmine;159;159;159
2019;Maciachini - Maggiolina;Maschi;121;121;121
2019;Magenta - S. Vittore;Femmine;87;87;87
2019;Magenta - S. Vittore;Maschi;78;77;77
2019;Maggiore - Musocco;Femmine;20;20;20
2019;Maggiore - Musocco;Maschi;24;24;24
2019;Mecenate;Femmine;142;142;142
2019;Mecenate;Maschi;130;130;130
2019;Navigli;Femmine;75;75;75
2019;Navigli;Maschi;61;61;61
2019;Niguarda - Cà Granda;Femmine;235;235;235
2019;Niguarda - Cà Granda;Maschi;210;210;209
2019;Ortomercato;Femmine;19;19;19
2019;Ortomercato;Maschi;15;15;15
2019;Padova;Femmine;197;197;195
2019;Padova;Maschi;176;170;170
2019;Pagano;Femmine;89;89;89
2019;Pagano;Maschi;77;76;76
2019;Parco Lambro - Cimiano;Femmine;143;143;143
2019;Parco Lambro - Cimiano;Maschi;115;116;116
2019;Parco Monlué - Ponte Lambro;Femmine;7;7;7
2019;Parco Monlué - Ponte Lambro;Maschi;5;5;5
2019;Porta Romana;Femmine;71;71;71
2019;Porta Romana;Maschi;65;65;65
2019;Portello;Femmine;50;50;50
2019;Portello;Maschi;40;40;40
2019;QT 8;Femmine;27;27;27
2019;QT 8;Maschi;20;20;20
2019;Quarto Cagnino;Femmine;40;39;39
2019;Quarto Cagnino;Maschi;44;44;44
2019;Quarto Oggiaro;Femmine;185;185;185
2019;Quarto Oggiaro;Maschi;153;153;153
2019;Quinto Romano;Femmine;18;18;18
2019;Quinto Romano;Maschi;16;15;15
2019;Ripamonti;Femmine;52;52;52
2019;Ripamonti;Maschi;63;62;62
2019;Rogoredo;Femmine;25;25;25
2019;Rogoredo;Maschi;17;17;17
2019;Ronchetto S/N;Femmine;69;69;69
2019;Ronchetto S/N;Maschi;77;77;77
2019;S. Cristoforo;Femmine;59;59;59
2019;S. Cristoforo;Maschi;62;62;62
2019;S. Siro;Femmine;53;53;53
2019;S. Siro;Maschi;60;60;60
2019;Sarpi;Femmine;163;163;163
2019;Sarpi;Maschi;126;126;125
2019;Scalo Romana;Femmine;29;29;29
2019;Scalo Romana;Maschi;39;39;39
2019;Selinunte;Femmine;154;154;154
2019;Selinunte;Maschi;113;113;113
2019;Stadera;Femmine;175;174;174
2019;Stadera;Maschi;147;147;146
2019;Tibaldi;Femmine;68;68;68
2019;Tibaldi;Maschi;58;57;57
2019;Ticinese;Femmine;86;86;86
2019;Ticinese;Maschi;82;82;82
2019;Tortona;Femmine;73;73;73
2019;Tortona;Maschi;71;71;71
2019;Trenno;Femmine;11;11;11
2019;Trenno;Maschi;20;19;19
2019;Umbria - Molise;Femmine;127;127;127
2019;Umbria - Molise;Maschi;102;102;102
2019;Vigentina;Femmine;73;74;74
2019;Vigentina;Maschi;64;64;64
2019;Villapizzone;Femmine;233;234;234
2019;Villapizzone;Maschi;185;186;186
2019;Vle Monza;Femmine;139;139;139
2019;Vle Monza;Maschi;135;135;135
2019;Washington;Femmine;161;160;160
2019;Washington;Maschi;127;127;127
2019;XXII Marzo;Femmine;177;176;176
2019;XXII Marzo;Maschi;146;144;144
2019;Quartieri residuali;Femmine;18;18;18
2019;Quartieri residuali;Maschi;8;7;7
2020;Adriano;Femmine;37;37;37
2020;Adriano;Maschi;46;46;46
2020;Affori;Femmine;107;106;106
2020;Affori;Maschi;105;103;102
2020;Baggio;Femmine;182;182;182
2020;Baggio;Maschi;160;161;161
2020;Bande Nere;Femmine;304;303;303
2020;Bande Nere;Maschi;242;242;242
2020;Barona;Femmine;122;122;122
2020;Barona;Maschi;101;101;101
2020;Bicocca;Femmine;20;20;20
2020;Bicocca;Maschi;19;19;19
2020;Bovisa;Femmine;53;53;53
2020;Bovisa;Maschi;46;46;46
2020;Bovisasca;Femmine;44;44;44
2020;Bovisasca;Maschi;38;38;38
2020;Brera;Femmine;82;82;82
2020;Brera;Maschi;80;80;80
2020;Bruzzano;Femmine;41;41;41
2020;Bruzzano;Maschi;52;52;52
2020;Buenos Aires - Venezia;Femmine;346;346;346
2020;Buenos Aires - Venezia;Maschi;312;310;310
2020;Centrale;Femmine;81;81;81
2020;Centrale;Maschi;71;71;71
2020;Città Studi;Femmine;227;228;228
2020;Città Studi;Maschi;176;176;176
2020;Comasina;Femmine;49;49;49
2020;Comasina;Maschi;37;37;37
2020;Corsica;Femmine;120;120;120
2020;Corsica;Maschi;96;97;97
2020;De Angeli - Monte Rosa;Femmine;123;121;121
2020;De Angeli - Monte Rosa;Maschi;97;97;97
2020;Dergano;Femmine;94;94;94
2020;Dergano;Maschi;91;89;89
2020;Duomo;Femmine;74;74;74
2020;Duomo;Maschi;70;70;70
2020;Ex OM - Morivione;Femmine;52;53;53
2020;Ex OM - Morivione;Maschi;27;27;27
2020;Farini;Femmine;6;6;6
2020;Farini;Maschi;5;5;5
2020;Forze Armate;Femmine;143;143;143
2020;Forze Armate;Maschi;128;128;128
2020;Gallaratese;Femmine;246;246;246
2020;Gallaratese;Maschi;232;233;233
2020;Garibaldi Repubblica;Femmine;25;25;25
2020;Garibaldi Repubblica;Maschi;15;15;15
2020;Ghisolfa;Femmine;90;89;89
2020;Ghisolfa;Maschi;77;77;77
2020;Giambellino;Femmine;171;171;171
2020;Giambellino;Maschi;130;130;130
2020;Gratosoglio - Ticinello;Femmine;104;103;103
2020;Gratosoglio - Ticinello;Maschi;112;112;112
2020;Greco;Femmine;76;76;76
2020;Greco;Maschi;71;71;71
2020;Guastalla;Femmine;73;73;73
2020;Guastalla;Maschi;69;69;69
2020;Isola;Femmine;103;102;102
2020;Isola;Maschi;88;88;88
2020;Lambrate;Femmine;50;50;50
2020;Lambrate;Maschi;36;36;36
2020;Lodi - Corvetto;Femmine;222;222;221
2020;Lodi - Corvetto;Maschi;180;179;179
2020;Lorenteggio;Femmine;90;90;90
2020;Lorenteggio;Maschi;78;77;77
2020;Loreto;Femmine;207;206;206
2020;Loreto;Maschi;180;180;180
2020;Maciachini - Maggiolina;Femmine;158;158;158
2020;Maciachini - Maggiolina;Maschi;121;121;121
2020;Magenta - S. Vittore;Femmine;86;86;86
2020;Magenta - S. Vittore;Maschi;75;75;75
2020;Maggiore - Musocco;Femmine;19;19;19
2020;Maggiore - Musocco;Maschi;24;24;24
2020;Mecenate;Femmine;144;145;145
2020;Mecenate;Maschi;126;126;126
2020;Navigli;Femmine;70;70;70
2020;Navigli;Maschi;59;59;59
2020;Niguarda - Cà Granda;Femmine;237;237;237
2020;Niguarda - Cà Granda;Maschi;204;203;203
2020;Ortomercato;Femmine;20;20;20
2020;Ortomercato;Maschi;15;15;15
2020;Padova;Femmine;201;199;198
2020;Padova;Maschi;172;171;171
2020;Pagano;Femmine;90;90;90
2020;Pagano;Maschi;77;77;77
2020;Parco Lambro - Cimiano;Femmine;144;144;144
2020;Parco Lambro - Cimiano;Maschi;114;114;114
2020;Parco Monlué - Ponte Lambro;Femmine;7;7;7
2020;Parco Monlué - Ponte Lambro;Maschi;4;4;4
2020;Porta Romana;Femmine;71;71;71
2020;Porta Romana;Maschi;64;64;64
2020;Portello;Femmine;48;48;48
2020;Portello;Maschi;38;38;38
2020;QT 8;Femmine;27;27;27
2020;QT 8;Maschi;18;18;18
2020;Quarto Cagnino;Femmine;39;39;39
2020;Quarto Cagnino;Maschi;44;45;45
2020;Quarto Oggiaro;Femmine;184;184;184
2020;Quarto Oggiaro;Maschi;154;153;153
2020;Quinto Romano;Femmine;18;18;18
2020;Quinto Romano;Maschi;16;16;16
2020;Ripamonti;Femmine;52;52;52
2020;Ripamonti;Maschi;62;62;62
2020;Rogoredo;Femmine;28;28;28
2020;Rogoredo;Maschi;19;19;19
2020;Ronchetto S/N;Femmine;73;73;73
2020;Ronchetto S/N;Maschi;77;77;77
2020;S. Cristoforo;Femmine;61;61;61
2020;S. Cristoforo;Maschi;60;60;60
2020;S. Siro;Femmine;53;53;53
2020;S. Siro;Maschi;58;58;58
2020;Sarpi;Femmine;159;160;160
2020;Sarpi;Maschi;124;124;123
2020;Scalo Romana;Femmine;31;31;31
2020;Scalo Romana;Maschi;36;36;36
2020;Selinunte;Femmine;151;151;151
2020;Selinunte;Maschi;109;109;109
2020;Stadera;Femmine;177;177;177
2020;Stadera;Maschi;146;146;145
2020;Tibaldi;Femmine;67;67;67
2020;Tibaldi;Maschi;61;61;61
2020;Ticinese;Femmine;88;88;88
2020;Ticinese;Maschi;79;79;79
2020;Tortona;Femmine;76;76;76
2020;Tortona;Maschi;70;69;69
2020;Trenno;Femmine;13;12;12
2020;Trenno;Maschi;19;19;19
2020;Umbria - Molise;Femmine;125;125;125
2020;Umbria - Molise;Maschi;99;99;99
2020;Vigentina;Femmine;74;74;74
2020;Vigentina;Maschi;64;64;64
2020;Villapizzone;Femmine;228;229;228
2020;Villapizzone;Maschi;184;180;179
2020;Vle Monza;Femmine;140;140;140
2020;Vle Monza;Maschi;137;137;137
2020;Washington;Femmine;159;159;159
2020;Washington;Maschi;124;124;124
2020;XXII Marzo;Femmine;176;176;176
2020;XXII Marzo;Maschi;143;142;142
2020;Quartieri residuali;Femmine;22;21;21
2020;Quartieri residuali;Maschi;10;10;10
2021;Adriano;Femmine;36;36;36
2021;Adriano;Maschi;48;48;48
2021;Affori;Femmine;104;104;104
2021;Affori;Maschi;102;100;99
2021;Baggio;Femmine;180;180;180
2021;Baggio;Maschi;162;162;162
2021;Bande Nere;Femmine;300;297;297
2021;Bande Nere;Maschi;242;239;239
2021;Barona;Femmine;116;117;117
2021;Barona;Maschi;103;103;103
2021;Bicocca;Femmine;20;20;20
2021;Bicocca;Maschi;15;15;15
2021;Bovisa;Femmine;52;52;52
2021;Bovisa;Maschi;46;46;46
2021;Bovisasca;Femmine;42;42;42
2021;Bovisasca;Maschi;39;39;39
2021;Brera;Femmine;84;84;84
2021;Brera;Maschi;81;80;80
2021;Bruzzano;Femmine;43;43;43
2021;Bruzzano;Maschi;53;52;52
2021;Buenos Aires - Venezia;Femmine;344;343;343
2021;Buenos Aires - Venezia;Maschi;310;309;309
2021;Centrale;Femmine;80;80;80
2021;Centrale;Maschi;74;74;74
2021;Città Studi;Femmine;220;220;220
2021;Città Studi;Maschi;176;177;177
2021;Comasina;Femmine;47;47;47
2021;Comasina;Maschi;38;38;38
2021;Corsica;Femmine;115;115;115
2021;Corsica;Maschi;94;94;94
2021;De Angeli - Monte Rosa;Femmine;120;120;120
2021;De Angeli - Monte Rosa;Maschi;93;93;93
2021;Dergano;Femmine;94;94;94
2021;Dergano;Maschi;92;92;92
2021;Duomo;Femmine;75;75;75
2021;Duomo;Maschi;72;71;71
2021;Ex OM - Morivione;Femmine;55;55;55
2021;Ex OM - Morivione;Maschi;25;25;25
2021;Farini;Femmine;7;7;7
2021;Farini;Maschi;6;6;6
2021;Forze Armate;Femmine;146;145;145
2021;Forze Armate;Maschi;128;128;128
2021;Gallaratese;Femmine;247;248;248
2021;Gallaratese;Maschi;234;234;234
2021;Garibaldi Repubblica;Femmine;24;25;25
2021;Garibaldi Repubblica;Maschi;13;14;14
2021;Ghisolfa;Femmine;91;90;90
2021;Ghisolfa;Maschi;78;78;78
2021;Giambellino;Femmine;169;169;169
2021;Giambellino;Maschi;128;128;128
2021;Gratosoglio - Ticinello;Femmine;103;102;102
2021;Gratosoglio - Ticinello;Maschi;111;111;111
2021;Greco;Femmine;73;73;73
2021;Greco;Maschi;70;70;70
2021;Guastalla;Femmine;72;72;72
2021;Guastalla;Maschi;67;67;67
2021;Isola;Femmine;106;105;105
2021;Isola;Maschi;87;87;87
2021;Lambrate;Femmine;50;50;50
2021;Lambrate;Maschi;37;37;37
2021;Lodi - Corvetto;Femmine;217;215;214
2021;Lodi - Corvetto;Maschi;181;180;180
2021;Lorenteggio;Femmine;90;90;90
2021;Lorenteggio;Maschi;80;79;79
2021;Loreto;Femmine;203;201;201
2021;Loreto;Maschi;181;180;180
2021;Maciachini - Maggiolina;Femmine;155;155;155
2021;Maciachini - Maggiolina;Maschi;119;119;119
2021;Magenta - S. Vittore;Femmine;83;83;83
2021;Magenta - S. Vittore;Maschi;74;74;74
2021;Maggiore - Musocco;Femmine;19;20;20
2021;Maggiore - Musocco;Maschi;24;24;24
2021;Mecenate;Femmine;143;142;142
2021;Mecenate;Maschi;124;124;124
2021;Navigli;Femmine;72;72;72
2021;Navigli;Maschi;58;58;58
2021;Niguarda - Cà Granda;Femmine;236;236;236
2021;Niguarda - Cà Granda;Maschi;203;202;202
2021;Ortomercato;Femmine;19;19;19
2021;Ortomercato;Maschi;15;15;15
2021;Padova;Femmine;200;199;197
2021;Padova;Maschi;170;168;168
2021;Pagano;Femmine;89;89;89
2021;Pagano;Maschi;77;77;77
2021;Parco Lambro - Cimiano;Femmine;143;143;143
2021;Parco Lambro - Cimiano;Maschi;111;111;111
2021;Parco Monlué - Ponte Lambro;Femmine;7;6;6
2021;Parco Monlué - Ponte Lambro;Maschi;5;5;5
2021;Porta Romana;Femmine;66;66;66
2021;Porta Romana;Maschi;62;62;62
2021;Portello;Femmine;49;49;49
2021;Portello;Maschi;38;38;38
2021;QT 8;Femmine;26;26;26
2021;QT 8;Maschi;18;18;18
2021;Quarto Cagnino;Femmine;39;39;39
2021;Quarto Cagnino;Maschi;44;44;44
2021;Quarto Oggiaro;Femmine;188;188;188
2021;Quarto Oggiaro;Maschi;156;155;155
2021;Quinto Romano;Femmine;18;18;18
2021;Quinto Romano;Maschi;16;16;16
2021;Ripamonti;Femmine;51;51;51
2021;Ripamonti;Maschi;60;60;60
2021;Rogoredo;Femmine;26;26;26
2021;Rogoredo;Maschi;19;19;19
2021;Ronchetto S/N;Femmine;70;70;70
2021;Ronchetto S/N;Maschi;79;79;79
2021;S. Cristoforo;Femmine;63;63;63
2021;S. Cristoforo;Maschi;62;62;62
2021;S. Siro;Femmine;49;49;49
2021;S. Siro;Maschi;58;58;58
2021;Sarpi;Femmine;157;157;156
2021;Sarpi;Maschi;122;121;120
2021;Scalo Romana;Femmine;30;29;29
2021;Scalo Romana;Maschi;36;36;36
2021;Selinunte;Femmine;152;152;152
2021;Selinunte;Maschi;107;107;107
2021;Stadera;Femmine;179;179;179
2021;Stadera;Maschi;148;148;147
2021;Tibaldi;Femmine;65;65;65
2021;Tibaldi;Maschi;61;61;61
2021;Ticinese;Femmine;88;87;87
2021;Ticinese;Maschi;81;81;81
2021;Tortona;Femmine;75;75;75
2021;Tortona;Maschi;69;69;69
2021;Trenno;Femmine;12;12;12
2021;Trenno;Maschi;16;16;16
2021;Umbria - Molise;Femmine;124;123;123
2021;Umbria - Molise;Maschi;96;97;97
2021;Vigentina;Femmine;73;73;73
2021;Vigentina;Maschi;66;66;66
2021;Villapizzone;Femmine;225;226;225
2021;Villapizzone;Maschi;180;179;178
2021;Vle Monza;Femmine;140;140;140
2021;Vle Monza;Maschi;138;138;138
2021;Washington;Femmine;156;154;154
2021;Washington;Maschi;122;122;122
2021;XXII Marzo;Femmine;173;173;173
2021;XXII Marzo;Maschi;143;142;142
2021;Quartieri residuali;Femmine;21;21;21
2021;Quartieri residuali;Maschi;11;11;11
2022;Adriano;Femmine;37;37;37
2022;Adriano;Maschi;46;47;47
2022;Affori;Femmine;111;110;110
2022;Affori;Maschi;105;104;103
2022;Baggio;Femmine;181;181;181
2022;Baggio;Maschi;161;161;161
2022;Bande Nere;Femmine;297;293;293
2022;Bande Nere;Maschi;233;232;232
2022;Barona;Femmine;119;119;119
2022;Barona;Maschi;100;100;100
2022;Bicocca;Femmine;19;19;19
2022;Bicocca;Maschi;14;14;14
2022;Bovisa;Femmine;51;51;51
2022;Bovisa;Maschi;49;49;49
2022;Bovisasca;Femmine;45;45;45
2022;Bovisasca;Maschi;38;38;38
2022;Brera;Femmine;83;83;83
2022;Brera;Maschi;77;77;77
2022;Bruzzano;Femmine;39;39;39
2022;Bruzzano;Maschi;53;53;53
2022;Buenos Aires - Venezia;Femmine;344;344;344
2022;Buenos Aires - Venezia;Maschi;306;306;305
2022;Centrale;Femmine;81;81;81
2022;Centrale;Maschi;72;72;72
2022;Città Studi;Femmine;218;218;218
2022;Città Studi;Maschi;169;169;169
2022;Comasina;Femmine;48;48;48
2022;Comasina;Maschi;35;35;35
2022;Corsica;Femmine;114;114;114
2022;Corsica;Maschi;93;93;93
2022;De Angeli - Monte Rosa;Femmine;116;116;116
2022;De Angeli - Monte Rosa;Maschi;93;93;93
2022;Dergano;Femmine;94;93;93
2022;Dergano;Maschi;92;91;91
2022;Duomo;Femmine;74;74;74
2022;Duomo;Maschi;71;69;69
2022;Ex OM - Morivione;Femmine;55;55;55
2022;Ex OM - Morivione;Maschi;25;25;25
2022;Farini;Femmine;6;6;6
2022;Farini;Maschi;6;6;6
2022;Forze Armate;Femmine;147;147;147
2022;Forze Armate;Maschi;127;126;126
2022;Gallaratese;Femmine;251;250;250
2022;Gallaratese;Maschi;229;228;228
2022;Garibaldi Repubblica;Femmine;27;27;27
2022;Garibaldi Repubblica;Maschi;15;15;15
2022;Ghisolfa;Femmine;85;84;84
2022;Ghisolfa;Maschi;76;76;76
2022;Giambellino;Femmine;167;167;167
2022;Giambellino;Maschi;127;127;127
2022;Gratosoglio - Ticinello;Femmine;100;100;100
2022;Gratosoglio - Ticinello;Maschi;111;111;111
2022;Greco;Femmine;70;70;70
2022;Greco;Maschi;70;70;70
2022;Guastalla;Femmine;72;71;71
2022;Guastalla;Maschi;68;68;68
2022;Isola;Femmine;103;103;103
2022;Isola;Maschi;89;89;89
2022;Lambrate;Femmine;50;50;50
2022;Lambrate;Maschi;33;33;33
2022;Lodi - Corvetto;Femmine;218;218;217
2022;Lodi - Corvetto;Maschi;176;176;176
2022;Lorenteggio;Femmine;91;91;91
2022;Lorenteggio;Maschi;77;77;77
2022;Loreto;Femmine;202;200;200
2022;Loreto;Maschi;184;183;181
2022;Maciachini - Maggiolina;Femmine;154;154;154
2022;Maciachini - Maggiolina;Maschi;122;121;121
2022;Magenta - S. Vittore;Femmine;84;84;84
2022;Magenta - S. Vittore;Maschi;73;72;72
