Anno_evento;Quartiere;Genere;Età_decesso;Cittadinanza;Luogo_decesso;Numerosità
2004;Vigentina;Femmine;83;Italia;Fuori Milano;1
2004;Vigentina;Femmine;83;Italia;Milano;4
2004;Vigentina;Femmine;84;Italia;Fuori Milano;2
2004;Vigentina;Femmine;88;Italia;Milano;2
2004;Vigentina;Femmine;89;Italia;Milano;2
2004;Vigentina;Femmine;90;Italia;Fuori Milano;1
2004;Vigentina;Femmine;90;Italia;Milano;2
2004;Vigentina;Femmine;91;Italia;Fuori Milano;1
2004;Vigentina;Femmine;91;Italia;Milano;4
2004;Vigentina;Femmine;92;Italia;Fuori Milano;1
2004;Vigentina;Femmine;92;Italia;Milano;5
2004;Vigentina;Femmine;93;Italia;Fuori Milano;1
2004;Vigentina;Femmine;93;Italia;Milano;1
2004;Vigentina;Femmine;94;Italia;Fuori Milano;1
2004;Vigentina;Femmine;94;Italia;Milano;2
2004;Vigentina;Femmine;95;Italia;Milano;3
2004;Vigentina;Femmine;97;Italia;Milano;1
2004;Vigentina;Femmine;99;Italia;Milano;1
2004;Vigentina;Femmine;102;Italia;Milano;1
2004;Vigentina;Maschi;27;Italia;Milano;1
2004;Vigentina;Maschi;62;Italia;Fuori Milano;1
2004;Vigentina;Maschi;63;Italia;Milano;2
2004;Vigentina;Maschi;64;Italia;Fuori Milano;1
2004;Vigentina;Maschi;65;Italia;Fuori Milano;1
2004;Vigentina;Maschi;65;Italia;Milano;1
2004;Vigentina;Maschi;66;Italia;Milano;1
2004;Vigentina;Maschi;69;Italia;Milano;2
2004;Vigentina;Maschi;70;Italia;Fuori Milano;1
2004;Vigentina;Maschi;71;Italia;Milano;1
2004;Vigentina;Maschi;73;Italia;Milano;2
2004;Vigentina;Maschi;74;Italia;Milano;1
2004;Vigentina;Maschi;75;Italia;Milano;2
2004;Vigentina;Maschi;77;Italia;Fuori Milano;2
2004;Vigentina;Maschi;78;Italia;Fuori Milano;1
2004;Vigentina;Maschi;78;Italia;Milano;4
2004;Vigentina;Maschi;79;Italia;Milano;1
2004;Vigentina;Maschi;80;Italia;Milano;4
2004;Vigentina;Maschi;83;Italia;Fuori Milano;2
2004;Vigentina;Maschi;83;Italia;Milano;1
2004;Vigentina;Maschi;84;Italia;Milano;3
2004;Vigentina;Maschi;85;Italia;Fuori Milano;1
2004;Vigentina;Maschi;85;Italia;Milano;1
2004;Vigentina;Maschi;86;Italia;Milano;1
2004;Vigentina;Maschi;87;Italia;Fuori Milano;1
2004;Vigentina;Maschi;87;Italia;Milano;2
2004;Vigentina;Maschi;88;Italia;Fuori Milano;1
2004;Vigentina;Maschi;88;Italia;Milano;1
2004;Vigentina;Maschi;89;Italia;Milano;1
2004;Vigentina;Maschi;90;Italia;Milano;2
2004;Vigentina;Maschi;91;Italia;Milano;1
2004;Vigentina;Maschi;94;Italia;Milano;1
2004;Vigentina;Maschi;95;Italia;Milano;1
2004;Vigentina;Maschi;98;Italia;Milano;1
2004;Villapizzone;Femmine;40;Uruguay;Milano;1
2004;Villapizzone;Femmine;42;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;46;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;52;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;57;Italia;Milano;1
2004;Villapizzone;Femmine;59;Italia;Milano;1
2004;Villapizzone;Femmine;60;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;60;Italia;Milano;2
2004;Villapizzone;Femmine;61;Italia;Milano;1
2004;Villapizzone;Femmine;62;Italia;Milano;3
2004;Villapizzone;Femmine;63;Italia;Milano;3
2004;Villapizzone;Femmine;64;Italia;Milano;1
2004;Villapizzone;Femmine;65;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;66;Italia;Milano;2
2004;Villapizzone;Femmine;67;Italia;Milano;2
2004;Villapizzone;Femmine;68;Italia;Milano;1
2004;Villapizzone;Femmine;69;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;70;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;71;Italia;Milano;1
2004;Villapizzone;Femmine;72;Italia;Milano;2
2004;Villapizzone;Femmine;73;Italia;Milano;2
2004;Villapizzone;Femmine;74;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;74;Italia;Milano;1
2004;Villapizzone;Femmine;75;Italia;Fuori Milano;3
2004;Villapizzone;Femmine;75;Italia;Milano;5
2004;Villapizzone;Femmine;76;Italia;Milano;5
2004;Villapizzone;Femmine;77;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;77;Italia;Milano;7
2004;Villapizzone;Femmine;78;Italia;Milano;3
2004;Villapizzone;Femmine;79;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;79;Italia;Milano;4
2004;Villapizzone;Femmine;80;Italia;Milano;3
2004;Villapizzone;Femmine;81;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;81;Italia;Milano;12
2004;Villapizzone;Femmine;82;Italia;Fuori Milano;3
2004;Villapizzone;Femmine;82;Italia;Milano;9
2004;Villapizzone;Femmine;83;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;83;Italia;Milano;6
2004;Villapizzone;Femmine;84;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;84;Italia;Milano;8
2004;Villapizzone;Femmine;85;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;85;Italia;Milano;2
2004;Villapizzone;Femmine;86;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;86;Italia;Milano;5
2004;Villapizzone;Femmine;87;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;87;Italia;Milano;4
2004;Villapizzone;Femmine;88;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;88;Italia;Milano;4
2004;Villapizzone;Femmine;89;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;89;Italia;Milano;7
2004;Villapizzone;Femmine;90;Italia;Fuori Milano;2
2004;Villapizzone;Femmine;90;Italia;Milano;9
2004;Villapizzone;Femmine;91;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;91;Italia;Milano;9
2004;Villapizzone;Femmine;92;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;92;Italia;Milano;16
2004;Villapizzone;Femmine;93;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;93;Italia;Milano;6
2004;Villapizzone;Femmine;94;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;94;Italia;Milano;6
2004;Villapizzone;Femmine;95;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;95;Italia;Milano;6
2004;Villapizzone;Femmine;96;Italia;Milano;9
2004;Villapizzone;Femmine;97;Italia;Fuori Milano;1
2004;Villapizzone;Femmine;97;Italia;Milano;3
2004;Villapizzone;Femmine;98;Italia;Milano;4
2004;Villapizzone;Femmine;100;Italia;Milano;1
2004;Villapizzone;Femmine;103;Italia;Milano;1
2004;Villapizzone;Maschi;19;Italia;Milano;1
2004;Villapizzone;Maschi;29;Perù;Milano;1
2004;Villapizzone;Maschi;33;Italia;Milano;1
2004;Villapizzone;Maschi;36;Italia;Milano;1
2004;Villapizzone;Maschi;39;Italia;Milano;1
2004;Villapizzone;Maschi;41;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;46;Italia;Milano;1
2004;Villapizzone;Maschi;47;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;48;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;50;Egitto;Milano;1
2004;Villapizzone;Maschi;52;Italia;Milano;1
2004;Villapizzone;Maschi;54;Camerun;Milano;1
2004;Villapizzone;Maschi;54;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;55;Italia;Milano;1
2004;Villapizzone;Maschi;57;Italia;Milano;1
2004;Villapizzone;Maschi;58;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;58;Italia;Milano;3
2004;Villapizzone;Maschi;59;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;59;Italia;Milano;1
2004;Villapizzone;Maschi;60;Italia;Milano;3
2004;Villapizzone;Maschi;62;Italia;Fuori Milano;2
2004;Villapizzone;Maschi;62;Italia;Milano;6
2004;Villapizzone;Maschi;63;Italia;Milano;5
2004;Villapizzone;Maschi;64;Italia;Milano;3
2004;Villapizzone;Maschi;65;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;65;Italia;Milano;2
2004;Villapizzone;Maschi;66;Italia;Milano;2
2004;Villapizzone;Maschi;69;Italia;Milano;3
2004;Villapizzone;Maschi;70;Italia;Milano;3
2004;Villapizzone;Maschi;72;Italia;Milano;2
2004;Villapizzone;Maschi;73;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;73;Italia;Milano;7
2004;Villapizzone;Maschi;74;Italia;Milano;2
2004;Villapizzone;Maschi;75;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;75;Italia;Milano;4
2004;Villapizzone;Maschi;76;Italia;Milano;7
2004;Villapizzone;Maschi;77;Italia;Milano;3
2004;Villapizzone;Maschi;78;Italia;Milano;10
2004;Villapizzone;Maschi;79;Italia;Fuori Milano;3
2004;Villapizzone;Maschi;79;Italia;Milano;5
2004;Villapizzone;Maschi;80;Italia;Milano;3
2004;Villapizzone;Maschi;81;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;81;Italia;Milano;1
2004;Villapizzone;Maschi;82;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;82;Italia;Milano;11
2004;Villapizzone;Maschi;83;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;83;Italia;Milano;7
2004;Villapizzone;Maschi;84;Italia;Fuori Milano;3
2004;Villapizzone;Maschi;84;Italia;Milano;4
2004;Villapizzone;Maschi;85;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;85;Italia;Milano;4
2004;Villapizzone;Maschi;86;Italia;Milano;2
2004;Villapizzone;Maschi;87;Italia;Milano;1
2004;Villapizzone;Maschi;88;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;88;Italia;Milano;6
2004;Villapizzone;Maschi;89;Italia;Milano;2
2004;Villapizzone;Maschi;90;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;90;Italia;Milano;2
2004;Villapizzone;Maschi;91;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;91;Italia;Milano;2
2004;Villapizzone;Maschi;92;Italia;Milano;2
2004;Villapizzone;Maschi;93;Italia;Milano;4
2004;Villapizzone;Maschi;94;Italia;Milano;2
2004;Villapizzone;Maschi;95;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;96;Italia;Fuori Milano;1
2004;Villapizzone;Maschi;96;Italia;Milano;1
2004;Villapizzone;Maschi;97;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;33;Italia;Milano;1
2004;Vle Monza;Femmine;35;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;41;Italia;Milano;1
2004;Vle Monza;Femmine;43;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;48;Italia;Milano;1
2004;Vle Monza;Femmine;50;Italia;Milano;2
2004;Vle Monza;Femmine;52;Italia;Milano;1
2004;Vle Monza;Femmine;56;Italia;Milano;1
2004;Vle Monza;Femmine;57;Italia;Milano;1
2004;Vle Monza;Femmine;62;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;62;Italia;Milano;1
2004;Vle Monza;Femmine;63;Italia;Milano;1
2004;Vle Monza;Femmine;65;Italia;Milano;1
2004;Vle Monza;Femmine;66;Italia;Milano;1
2004;Vle Monza;Femmine;67;Italia;Milano;1
2004;Vle Monza;Femmine;68;Italia;Milano;2
2004;Vle Monza;Femmine;69;Italia;Milano;1
2004;Vle Monza;Femmine;71;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;71;Italia;Milano;2
2004;Vle Monza;Femmine;72;Italia;Milano;1
2004;Vle Monza;Femmine;73;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;73;Italia;Milano;2
2004;Vle Monza;Femmine;76;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;77;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;77;Italia;Milano;2
2004;Vle Monza;Femmine;78;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;78;Italia;Milano;1
2004;Vle Monza;Femmine;79;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;79;Italia;Milano;4
2004;Vle Monza;Femmine;80;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;80;Italia;Milano;5
2004;Vle Monza;Femmine;81;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;81;Italia;Milano;1
2004;Vle Monza;Femmine;82;Italia;Fuori Milano;5
2004;Vle Monza;Femmine;82;Italia;Milano;1
2004;Vle Monza;Femmine;83;Italia;Fuori Milano;3
2004;Vle Monza;Femmine;83;Italia;Milano;4
2004;Vle Monza;Femmine;84;Italia;Fuori Milano;3
2004;Vle Monza;Femmine;84;Italia;Milano;2
2004;Vle Monza;Femmine;85;Italia;Milano;2
2004;Vle Monza;Femmine;86;Italia;Milano;2
2004;Vle Monza;Femmine;87;Italia;Milano;2
2004;Vle Monza;Femmine;88;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;88;Italia;Milano;2
2004;Vle Monza;Femmine;89;Italia;Fuori Milano;7
2004;Vle Monza;Femmine;89;Italia;Milano;6
2004;Vle Monza;Femmine;90;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;90;Italia;Milano;3
2004;Vle Monza;Femmine;91;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;91;Italia;Milano;4
2004;Vle Monza;Femmine;92;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;92;Italia;Milano;2
2004;Vle Monza;Femmine;93;Italia;Milano;4
2004;Vle Monza;Femmine;94;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;94;Italia;Milano;2
2004;Vle Monza;Femmine;95;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;95;Italia;Milano;3
2004;Vle Monza;Femmine;96;Italia;Fuori Milano;1
2004;Vle Monza;Femmine;96;Italia;Milano;2
2004;Vle Monza;Femmine;97;Italia;Fuori Milano;2
2004;Vle Monza;Femmine;97;Italia;Milano;2
2004;Vle Monza;Maschi;0;Italia;Fuori Milano;2
2004;Vle Monza;Maschi;25;Italia;Milano;1
2004;Vle Monza;Maschi;30;Italia;Milano;1
2004;Vle Monza;Maschi;45;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;45;Italia;Milano;1
2004;Vle Monza;Maschi;48;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;50;Italia;Milano;1
2004;Vle Monza;Maschi;52;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;52;Italia;Milano;1
2004;Vle Monza;Maschi;56;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;56;Italia;Milano;2
2004;Vle Monza;Maschi;57;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;59;Italia;Milano;2
2004;Vle Monza;Maschi;60;Italia;Milano;2
2004;Vle Monza;Maschi;61;Italia;Milano;2
2004;Vle Monza;Maschi;62;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;63;Italia;Milano;1
2004;Vle Monza;Maschi;64;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;64;Italia;Milano;1
2004;Vle Monza;Maschi;65;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;65;Italia;Milano;2
2004;Vle Monza;Maschi;66;Italia;Milano;1
2004;Vle Monza;Maschi;67;Italia;Milano;2
2004;Vle Monza;Maschi;69;Italia;Milano;2
2004;Vle Monza;Maschi;69;Perù;Milano;1
2004;Vle Monza;Maschi;70;Italia;Fuori Milano;2
2004;Vle Monza;Maschi;70;Italia;Milano;1
2004;Vle Monza;Maschi;72;Italia;Fuori Milano;3
2004;Vle Monza;Maschi;74;Italia;Milano;1
2004;Vle Monza;Maschi;76;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;76;Italia;Milano;5
2004;Vle Monza;Maschi;77;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;77;Italia;Milano;1
2004;Vle Monza;Maschi;78;Italia;Milano;2
2004;Vle Monza;Maschi;79;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;79;Italia;Milano;1
2004;Vle Monza;Maschi;80;Italia;Milano;4
2004;Vle Monza;Maschi;81;Italia;Milano;2
2004;Vle Monza;Maschi;82;Italia;Milano;3
2004;Vle Monza;Maschi;83;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;83;Italia;Milano;2
2004;Vle Monza;Maschi;84;Italia;Fuori Milano;2
2004;Vle Monza;Maschi;84;Italia;Milano;3
2004;Vle Monza;Maschi;85;Italia;Milano;1
2004;Vle Monza;Maschi;86;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;87;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;87;Italia;Milano;2
2004;Vle Monza;Maschi;88;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;88;Italia;Milano;2
2004;Vle Monza;Maschi;89;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;89;Italia;Milano;3
2004;Vle Monza;Maschi;90;Italia;Milano;1
2004;Vle Monza;Maschi;91;Italia;Fuori Milano;1
2004;Vle Monza;Maschi;91;Italia;Milano;2
2004;Vle Monza;Maschi;92;Italia;Milano;1
2004;Washington;Femmine;28;Italia;Milano;1
2004;Washington;Femmine;30;Italia;Milano;1
2004;Washington;Femmine;43;Italia;Milano;1
2004;Washington;Femmine;52;Italia;Fuori Milano;2
2004;Washington;Femmine;52;Italia;Milano;1
2004;Washington;Femmine;58;Italia;Milano;1
2004;Washington;Femmine;59;Italia;Fuori Milano;1
2004;Washington;Femmine;59;Italia;Milano;1
2004;Washington;Femmine;60;Italia;Fuori Milano;1
2004;Washington;Femmine;61;Italia;Milano;1
2004;Washington;Femmine;62;Italia;Milano;1
2004;Washington;Femmine;63;Italia;Milano;2
2004;Washington;Femmine;65;Italia;Milano;1
2004;Washington;Femmine;70;Italia;Milano;2
2004;Washington;Femmine;71;Italia;Fuori Milano;1
2004;Washington;Femmine;71;Italia;Milano;3
2004;Washington;Femmine;72;Italia;Fuori Milano;2
2004;Washington;Femmine;72;Italia;Milano;1
2004;Washington;Femmine;73;Italia;Milano;1
2004;Washington;Femmine;74;Italia;Fuori Milano;1
2004;Washington;Femmine;74;Italia;Milano;4
2004;Washington;Femmine;75;Italia;Fuori Milano;1
2004;Washington;Femmine;75;Italia;Milano;3
2004;Washington;Femmine;76;Italia;Fuori Milano;2
2004;Washington;Femmine;76;Italia;Milano;5
2004;Washington;Femmine;77;Italia;Fuori Milano;1
2004;Washington;Femmine;77;Italia;Milano;4
2004;Washington;Femmine;78;Italia;Fuori Milano;1
2004;Washington;Femmine;78;Italia;Milano;3
2004;Washington;Femmine;79;Italia;Fuori Milano;1
2004;Washington;Femmine;79;Italia;Milano;8
2004;Washington;Femmine;80;Italia;Milano;4
2004;Washington;Femmine;81;Italia;Milano;6
2004;Washington;Femmine;82;Italia;Fuori Milano;1
2004;Washington;Femmine;82;Italia;Milano;6
2004;Washington;Femmine;83;Italia;Fuori Milano;2
2004;Washington;Femmine;83;Italia;Milano;6
2004;Washington;Femmine;84;Italia;Fuori Milano;4
2004;Washington;Femmine;84;Italia;Milano;4
2004;Washington;Femmine;85;Italia;Fuori Milano;1
2004;Washington;Femmine;85;Italia;Milano;3
2004;Washington;Femmine;86;Italia;Milano;3
2004;Washington;Femmine;87;Italia;Milano;1
2004;Washington;Femmine;88;Italia;Fuori Milano;1
2004;Washington;Femmine;88;Italia;Milano;5
2004;Washington;Femmine;89;Italia;Fuori Milano;1
2004;Washington;Femmine;89;Italia;Milano;7
2004;Washington;Femmine;90;Italia;Fuori Milano;2
2004;Washington;Femmine;90;Italia;Milano;2
2004;Washington;Femmine;91;Italia;Fuori Milano;1
2004;Washington;Femmine;91;Italia;Milano;8
2004;Washington;Femmine;92;Italia;Milano;6
2004;Washington;Femmine;93;Italia;Milano;5
2004;Washington;Femmine;94;Italia;Fuori Milano;1
2004;Washington;Femmine;94;Italia;Milano;2
2004;Washington;Femmine;95;Italia;Fuori Milano;1
2004;Washington;Femmine;96;Italia;Milano;2
2004;Washington;Femmine;97;Italia;Milano;2
2004;Washington;Femmine;98;Italia;Milano;3
2004;Washington;Femmine;100;Italia;Milano;1
2004;Washington;Femmine;101;Italia;Milano;1
2004;Washington;Femmine;104;Italia;Milano;1
2004;Washington;Femmine;105;Italia;Milano;1
2004;Washington;Maschi;22;Italia;Fuori Milano;1
2004;Washington;Maschi;32;Italia;Milano;1
2004;Washington;Maschi;35;Italia;Milano;1
2004;Washington;Maschi;37;Italia;Milano;1
2004;Washington;Maschi;38;Sri Lanka (ex Ceylon);Milano;1
2004;Washington;Maschi;41;Italia;Fuori Milano;1
2004;Washington;Maschi;45;Italia;Milano;1
2004;Washington;Maschi;52;Italia;Milano;2
2004;Washington;Maschi;54;Italia;Milano;1
2004;Washington;Maschi;55;Italia;Milano;1
2004;Washington;Maschi;57;Italia;Milano;2
2004;Washington;Maschi;58;Italia;Milano;1
2004;Washington;Maschi;59;Italia;Milano;2
2004;Washington;Maschi;62;Italia;Fuori Milano;1
2004;Washington;Maschi;62;Italia;Milano;2
2004;Washington;Maschi;63;Italia;Fuori Milano;1
2004;Washington;Maschi;63;Italia;Milano;2
2004;Washington;Maschi;64;Italia;Milano;2
2004;Washington;Maschi;66;Italia;Milano;1
2004;Washington;Maschi;67;Italia;Milano;2
2004;Washington;Maschi;68;Italia;Milano;1
2004;Washington;Maschi;69;Italia;Milano;1
2004;Washington;Maschi;70;Italia;Milano;3
2004;Washington;Maschi;71;Italia;Milano;1
2004;Washington;Maschi;72;Italia;Milano;2
2004;Washington;Maschi;73;Italia;Fuori Milano;1
2004;Washington;Maschi;73;Italia;Milano;2
2004;Washington;Maschi;74;Italia;Fuori Milano;1
2004;Washington;Maschi;74;Italia;Milano;1
2004;Washington;Maschi;75;Italia;Fuori Milano;2
2004;Washington;Maschi;75;Italia;Milano;2
2004;Washington;Maschi;76;Italia;Milano;2
2004;Washington;Maschi;77;Italia;Fuori Milano;1
2004;Washington;Maschi;77;Italia;Milano;3
2004;Washington;Maschi;78;Italia;Fuori Milano;1
2004;Washington;Maschi;78;Italia;Milano;2
2004;Washington;Maschi;79;Italia;Fuori Milano;1
2004;Washington;Maschi;79;Italia;Milano;6
2004;Washington;Maschi;80;Italia;Milano;4
2004;Washington;Maschi;81;Italia;Milano;7
2004;Washington;Maschi;82;Italia;Milano;2
2004;Washington;Maschi;83;Italia;Fuori Milano;1
2004;Washington;Maschi;83;Italia;Milano;5
2004;Washington;Maschi;84;Italia;Fuori Milano;1
2004;Washington;Maschi;84;Italia;Milano;2
2004;Washington;Maschi;85;Italia;Milano;1
2004;Washington;Maschi;86;Italia;Milano;1
2004;Washington;Maschi;87;Italia;Milano;2
2004;Washington;Maschi;88;Italia;Milano;3
2004;Washington;Maschi;89;Italia;Milano;3
2004;Washington;Maschi;90;Italia;Milano;2
2004;Washington;Maschi;91;Italia;Fuori Milano;2
2004;Washington;Maschi;91;Italia;Milano;3
2004;Washington;Maschi;92;Italia;Fuori Milano;1
2004;Washington;Maschi;92;Italia;Milano;1
2004;Washington;Maschi;93;Italia;Fuori Milano;1
2004;Washington;Maschi;93;Italia;Milano;2
2004;Washington;Maschi;94;Italia;Milano;4
2004;XXII Marzo;Femmine;32;Italia;Milano;1
2004;XXII Marzo;Femmine;40;Italia;Milano;1
2004;XXII Marzo;Femmine;52;Italia;Milano;1
2004;XXII Marzo;Femmine;55;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;56;Italia;Milano;1
2004;XXII Marzo;Femmine;58;Italia;Milano;1
2004;XXII Marzo;Femmine;59;Italia;Milano;1
2004;XXII Marzo;Femmine;61;Italia;Milano;2
2004;XXII Marzo;Femmine;63;Italia;Milano;1
2004;XXII Marzo;Femmine;64;Italia;Milano;1
2004;XXII Marzo;Femmine;65;Italia;Milano;1
2004;XXII Marzo;Femmine;66;Italia;Milano;2
2004;XXII Marzo;Femmine;67;Italia;Milano;3
2004;XXII Marzo;Femmine;68;Italia;Milano;2
2004;XXII Marzo;Femmine;69;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;70;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;70;Italia;Milano;2
2004;XXII Marzo;Femmine;71;Italia;Milano;2
2004;XXII Marzo;Femmine;72;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;73;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;74;Italia;Milano;3
2004;XXII Marzo;Femmine;75;Italia;Milano;1
2004;XXII Marzo;Femmine;76;Italia;Milano;4
2004;XXII Marzo;Femmine;77;Italia;Milano;2
2004;XXII Marzo;Femmine;78;Italia;Milano;2
2004;XXII Marzo;Femmine;79;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;79;Italia;Milano;3
2004;XXII Marzo;Femmine;80;Italia;Milano;5
2004;XXII Marzo;Femmine;81;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;81;Italia;Milano;5
2004;XXII Marzo;Femmine;82;Italia;Milano;6
2004;XXII Marzo;Femmine;83;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;83;Italia;Milano;4
2004;XXII Marzo;Femmine;84;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;84;Italia;Milano;5
2004;XXII Marzo;Femmine;85;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;85;Italia;Milano;4
2004;XXII Marzo;Femmine;86;Italia;Milano;4
2004;XXII Marzo;Femmine;87;Italia;Fuori Milano;3
2004;XXII Marzo;Femmine;87;Italia;Milano;6
2004;XXII Marzo;Femmine;88;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;88;Italia;Milano;10
2004;XXII Marzo;Femmine;89;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;89;Italia;Milano;7
2004;XXII Marzo;Femmine;90;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;90;Italia;Milano;7
2004;XXII Marzo;Femmine;91;Italia;Milano;6
2004;XXII Marzo;Femmine;92;Italia;Milano;7
2004;XXII Marzo;Femmine;93;Italia;Fuori Milano;3
2004;XXII Marzo;Femmine;93;Italia;Milano;4
2004;XXII Marzo;Femmine;94;Italia;Milano;3
2004;XXII Marzo;Femmine;95;Italia;Fuori Milano;2
2004;XXII Marzo;Femmine;95;Italia;Milano;1
2004;XXII Marzo;Femmine;96;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;96;Italia;Milano;3
2004;XXII Marzo;Femmine;97;Italia;Fuori Milano;1
2004;XXII Marzo;Femmine;97;Italia;Milano;3
2004;XXII Marzo;Femmine;99;Italia;Milano;2
2004;XXII Marzo;Femmine;100;Italia;Milano;1
2004;XXII Marzo;Femmine;102;Italia;Milano;1
2004;XXII Marzo;Maschi;18;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;25;Italia;Milano;1
2004;XXII Marzo;Maschi;34;Italia;Milano;1
2004;XXII Marzo;Maschi;41;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;44;Italia;Milano;1
2004;XXII Marzo;Maschi;46;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;46;Italia;Milano;1
2004;XXII Marzo;Maschi;49;Italia;Milano;2
2004;XXII Marzo;Maschi;50;Italia;Milano;1
2004;XXII Marzo;Maschi;51;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;51;Italia;Milano;1
2004;XXII Marzo;Maschi;53;Italia;Milano;1
2004;XXII Marzo;Maschi;54;Italia;Milano;1
2004;XXII Marzo;Maschi;55;Italia;Milano;1
2004;XXII Marzo;Maschi;56;Italia;Milano;1
2004;XXII Marzo;Maschi;58;Italia;Milano;1
2004;XXII Marzo;Maschi;60;Italia;Milano;1
2004;XXII Marzo;Maschi;61;Italia;Milano;2
