Anno evento;Genere;Eta decesso;Cittadinanza;Luogo residenza;Numerosità
2010;Femmine;20;Italia;Altro comune italiano;2
2010;Femmine;20;Romania;Estero;1
2010;Femmine;21;Italia;Altro comune italiano;3
2010;Femmine;22;Italia;Altro comune italiano;2
2010;Femmine;22;Italia;Milano;1
2010;Femmine;22;Kazakhstan;Estero;1
2010;Femmine;23;Italia;Milano;1
2010;Femmine;23;Nigeria;Estero;1
2010;Femmine;23;Romania;Estero;1
2010;Femmine;24;Brasile;Altro comune italiano;1
2010;Femmine;24;Italia;Milano;1
2010;Femmine;25;Italia;Altro comune italiano;1
2010;Femmine;25;Italia;Milano;1
2010;Femmine;26;Italia;Altro comune italiano;1
2010;Femmine;26;Italia;Milano;2
2010;Femmine;26;Marocco;Altro comune italiano;1
2010;Femmine;26;Perù;Estero;1
2010;Femmine;27;Italia;Milano;1
2010;Femmine;27;Romania;Estero;1
2010;Femmine;28;Italia;Altro comune italiano;3
2010;Femmine;28;Italia;Milano;1
2010;Femmine;29;Francia;Estero;1
2010;Femmine;29;Italia;Altro comune italiano;1
2010;Femmine;29;Italia;Milano;1
2010;Femmine;30;Italia;Altro comune italiano;2
2010;Femmine;30;Italia;Milano;1
2010;Femmine;30;Sri Lanka (ex Ceylon);Milano;1
2010;Femmine;31;Italia;Altro comune italiano;1
2010;Femmine;31;Italia;Milano;1
2010;Femmine;31;Nigeria;Estero;1
2010;Femmine;32;Italia;Altro comune italiano;2
2010;Femmine;32;Italia;Milano;2
2010;Femmine;33;Ecuador;Milano;1
2010;Femmine;33;Italia;Altro comune italiano;2
2010;Femmine;34;Italia;Altro comune italiano;2
2010;Femmine;34;Italia;Milano;1
2010;Femmine;35;Italia;Altro comune italiano;1
2010;Femmine;35;Italia;Estero;1
2010;Femmine;35;Italia;Milano;2
2010;Femmine;36;Cinese, Repubblica Popolare;Estero;1
2010;Femmine;36;Italia;Altro comune italiano;8
2010;Femmine;36;Italia;Milano;5
2010;Femmine;37;Italia;Milano;6
2010;Femmine;38;Italia;Altro comune italiano;4
2010;Femmine;38;Italia;Milano;5
2010;Femmine;39;Costa d'Avorio;Estero;1
2010;Femmine;39;Italia;Altro comune italiano;4
2010;Femmine;39;Italia;Milano;4
2010;Femmine;39;Perù;Milano;1
2010;Femmine;40;Filippine;Milano;1
2010;Femmine;40;Italia;Altro comune italiano;5
2010;Femmine;40;Italia;Milano;1
2010;Femmine;41;Italia;Altro comune italiano;5
2010;Femmine;41;Italia;Milano;4
2010;Femmine;41;Romania;Altro comune italiano;1
2010;Femmine;42;Italia;Altro comune italiano;4
2010;Femmine;42;Italia;Milano;6
2010;Femmine;43;Italia;Altro comune italiano;7
2010;Femmine;43;Italia;Milano;4
2010;Femmine;44;Albania;Altro comune italiano;1
2010;Femmine;44;Egitto;Altro comune italiano;1
2010;Femmine;44;Italia;Altro comune italiano;7
2010;Femmine;44;Italia;Milano;5
2010;Femmine;45;Cinese, Repubblica Popolare;Milano;1
2010;Femmine;45;Filippine;Milano;1
2010;Femmine;45;Italia;Altro comune italiano;4
2010;Femmine;45;Italia;Milano;12
2010;Femmine;45;Polonia;Milano;1
2010;Femmine;46;Colombia;Milano;1
2010;Femmine;46;Italia;Altro comune italiano;7
2010;Femmine;46;Italia;Milano;10
2010;Femmine;46;Mauritius;Estero;1
2010;Femmine;47;Italia;Altro comune italiano;9
2010;Femmine;47;Italia;Milano;7
2010;Femmine;47;Romania;Altro comune italiano;1
2010;Femmine;48;Italia;Altro comune italiano;12
2010;Femmine;48;Italia;Milano;9
2010;Femmine;48;Ucraina;Estero;1
2010;Femmine;49;Congo, Repubblica democratica del (ex Zaire);Estero;1
2010;Femmine;49;Italia;Altro comune italiano;13
2010;Femmine;49;Italia;Milano;15
2010;Femmine;49;Perù;Altro comune italiano;1
2010;Femmine;50;Brasile;Milano;1
2010;Femmine;50;Italia;Altro comune italiano;8
2010;Femmine;50;Italia;Milano;10
2010;Femmine;51;Ecuador;Milano;1
2010;Femmine;51;Italia;Altro comune italiano;7
2010;Femmine;51;Italia;Milano;15
2010;Femmine;52;Albania;Estero;1
2010;Femmine;52;Bosnia-Erzegovina;Milano;1
2010;Femmine;52;Filippine;Altro comune italiano;1
2010;Femmine;52;Italia;Altro comune italiano;8
2010;Femmine;52;Italia;Milano;15
2010;Femmine;52;Perù;Milano;1
2010;Femmine;53;Italia;Altro comune italiano;8
2010;Femmine;53;Italia;Milano;22
2010;Femmine;54;Filippine;Altro comune italiano;1
2010;Femmine;54;Filippine;Milano;1
2010;Femmine;54;Italia;Altro comune italiano;13
2010;Femmine;54;Italia;Milano;16
2010;Femmine;55;Italia;Altro comune italiano;8
2010;Femmine;55;Italia;Milano;11
2010;Femmine;56;Bulgaria;Estero;1
2010;Femmine;56;Italia;Altro comune italiano;12
2010;Femmine;56;Italia;Milano;17
2010;Femmine;56;Perù;Milano;1
2010;Femmine;57;Italia;Altro comune italiano;6
2010;Femmine;57;Italia;Milano;17
2010;Femmine;57;Romania;Milano;1
2010;Femmine;58;Italia;Altro comune italiano;14
2010;Femmine;58;Italia;Milano;19
2010;Femmine;58;Romania;Milano;1
2010;Femmine;58;Russa, Federazione;Altro comune italiano;1
2010;Femmine;59;Italia;Altro comune italiano;9
2010;Femmine;59;Italia;Milano;27
2010;Femmine;59;Ucraina;Milano;1
2010;Femmine;60;Filippine;Milano;1
2010;Femmine;60;Italia;Altro comune italiano;7
2010;Femmine;60;Italia;Milano;24
2010;Femmine;61;Italia;Altro comune italiano;16
2010;Femmine;61;Italia;Estero;1
2010;Femmine;61;Italia;Milano;22
2010;Femmine;61;Ucraina;Estero;1
2010;Femmine;62;Eritrea;Milano;1
2010;Femmine;62;Italia;Altro comune italiano;12
2010;Femmine;62;Italia;Milano;41
2010;Femmine;63;Albania;Altro comune italiano;1
2010;Femmine;63;Eritrea;Milano;1
2010;Femmine;63;Italia;Altro comune italiano;22
2010;Femmine;63;Italia;Milano;45
2010;Femmine;63;Svizzera;Milano;1
2010;Femmine;64;Italia;Altro comune italiano;15
2010;Femmine;64;Italia;Milano;36
2010;Femmine;65;Etiopia;Estero;1
2010;Femmine;65;Filippine;Milano;1
2010;Femmine;65;Italia;Altro comune italiano;19
2010;Femmine;65;Italia;Estero;1
2010;Femmine;65;Italia;Milano;34
2010;Femmine;66;Italia;Altro comune italiano;14
2010;Femmine;66;Italia;Milano;53
2010;Femmine;66;Perù;Estero;1
2010;Femmine;67;Germania;Milano;1
2010;Femmine;67;Italia;Altro comune italiano;17
2010;Femmine;67;Italia;Milano;45
2010;Femmine;67;Sri Lanka (ex Ceylon);Altro comune italiano;1
2010;Femmine;68;Italia;Altro comune italiano;23
2010;Femmine;68;Italia;Milano;39
2010;Femmine;69;Italia;Altro comune italiano;22
2010;Femmine;69;Italia;Milano;67
2010;Femmine;70;Italia;Altro comune italiano;28
2010;Femmine;70;Italia;Milano;75
2010;Femmine;70;Turchia;Milano;1
2010;Femmine;71;Albania;Altro comune italiano;1
2010;Femmine;71;Italia;Altro comune italiano;20
2010;Femmine;71;Italia;Milano;83
2010;Femmine;72;Francia;Altro comune italiano;1
2010;Femmine;72;Germania;Altro comune italiano;1
2010;Femmine;72;Italia;Altro comune italiano;29
2010;Femmine;72;Italia;Milano;73
2010;Femmine;72;Romania;Milano;1
2010;Femmine;73;Italia;Altro comune italiano;24
2010;Femmine;73;Italia;Milano;83
2010;Femmine;73;Svizzera;Milano;1
2010;Femmine;74;Albania;Milano;2
2010;Femmine;74;Italia;Altro comune italiano;32
2010;Femmine;74;Italia;Milano;116
2010;Femmine;75;Italia;Altro comune italiano;34
2010;Femmine;75;Italia;Milano;101
2010;Femmine;76;Bosnia-Erzegovina;Estero;1
2010;Femmine;76;Italia;Altro comune italiano;37
2010;Femmine;76;Italia;Milano;113
2010;Femmine;76;Ucraina;Milano;1
2010;Femmine;77;Italia;Altro comune italiano;29
2010;Femmine;77;Italia;Milano;141
2010;Femmine;77;Romania;Estero;1
2010;Femmine;78;Italia;Altro comune italiano;40
2010;Femmine;78;Italia;Milano;157
2010;Femmine;79;Italia;Altro comune italiano;39
2010;Femmine;79;Italia;Milano;157
2010;Femmine;80;Italia;Altro comune italiano;17
2010;Femmine;80;Italia;Milano;209
2010;Femmine;80;Romania;Altro comune italiano;1
2010;Femmine;81;Francia;Estero;1
2010;Femmine;81;Italia;Altro comune italiano;27
2010;Femmine;81;Italia;Milano;186
2010;Femmine;82;Italia;Altro comune italiano;36
2010;Femmine;82;Italia;Milano;201
2010;Femmine;83;Italia;Altro comune italiano;47
2010;Femmine;83;Italia;Estero;1
2010;Femmine;83;Italia;Milano;199
2010;Femmine;84;Italia;Altro comune italiano;42
2010;Femmine;84;Italia;Milano;238
2010;Femmine;85;Italia;Altro comune italiano;41
2010;Femmine;85;Italia;Milano;241
2010;Femmine;86;Italia;Altro comune italiano;46
2010;Femmine;86;Italia;Milano;252
2010;Femmine;87;Italia;Altro comune italiano;47
2010;Femmine;87;Italia;Milano;277
2010;Femmine;88;Italia;Altro comune italiano;44
2010;Femmine;88;Italia;Milano;306
2010;Femmine;88;Stati Uniti d'America;Milano;1
2010;Femmine;89;Italia;Altro comune italiano;47
2010;Femmine;89;Italia;Milano;291
2010;Femmine;89;Turchia;Milano;1
2010;Femmine;90;Italia;Altro comune italiano;39
2010;Femmine;90;Italia;Milano;267
2010;Femmine;90;Svizzera;Milano;1
2010;Femmine;91;Italia;Altro comune italiano;19
2010;Femmine;91;Italia;Milano;134
2010;Femmine;92;Italia;Altro comune italiano;27
2010;Femmine;92;Italia;Milano;162
2010;Femmine;92;Polonia;Estero;1
2010;Femmine;93;Italia;Altro comune italiano;16
2010;Femmine;93;Italia;Milano;152
2010;Femmine;94;Giappone;Milano;1
2010;Femmine;94;Italia;Altro comune italiano;19
2010;Femmine;94;Italia;Milano;179
2010;Femmine;95;Francia;Milano;1
2010;Femmine;95;Italia;Altro comune italiano;20
2010;Femmine;95;Italia;Milano;187
2010;Femmine;96;Italia;Altro comune italiano;20
2010;Femmine;96;Italia;Milano;175
2010;Femmine;96;Polonia;Milano;1
2010;Femmine;96;San Marino;Milano;1
2010;Femmine;97;Italia;Altro comune italiano;8
2010;Femmine;97;Italia;Milano;134
2010;Femmine;98;Germania;Milano;1
2010;Femmine;98;Italia;Altro comune italiano;9
2010;Femmine;98;Italia;Milano;121
2010;Femmine;99;Italia;Altro comune italiano;8
2010;Femmine;99;Italia;Milano;67
2010;Femmine;100;Germania;Milano;1
2010;Femmine;100;Italia;Altro comune italiano;4
2010;Femmine;100;Italia;Milano;43
2010;Femmine;101;Italia;Altro comune italiano;1
2010;Femmine;101;Italia;Milano;40
2010;Femmine;102;Italia;Milano;25
2010;Femmine;103;Italia;Altro comune italiano;2
2010;Femmine;103;Italia;Estero;1
2010;Femmine;103;Italia;Milano;10
2010;Femmine;104;Italia;Altro comune italiano;2
2010;Femmine;104;Italia;Milano;10
2010;Femmine;105;Italia;Milano;7
2010;Femmine;107;Italia;Milano;2
2010;Femmine;108;Italia;Milano;2
2010;Femmine;109;Italia;Milano;1
2010;Maschi;0;Bangladesh;Milano;1
2010;Maschi;0;Etiopia;Milano;1
2010;Maschi;0;Italia;Altro comune italiano;25
2010;Maschi;0;Italia;Milano;8
2010;Maschi;0;Romania;Altro comune italiano;2
2010;Maschi;1;Italia;Altro comune italiano;1
2010;Maschi;1;Italia;Milano;2
2010;Maschi;2;Italia;Altro comune italiano;1
2010;Maschi;3;Italia;Altro comune italiano;1
2010;Maschi;4;Italia;Altro comune italiano;1
2010;Maschi;12;Francia;Estero;1
2010;Maschi;13;Italia;Altro comune italiano;2
2010;Maschi;13;Italia;Milano;1
2010;Maschi;13;Romania;Estero;1
2010;Maschi;14;Italia;Altro comune italiano;1
2010;Maschi;15;Italia;Milano;1
2010;Maschi;16;Italia;Milano;1
2010;Maschi;17;Italia;Altro comune italiano;1
2010;Maschi;17;Italia;Milano;1
2010;Maschi;17;Romania;Milano;1
2010;Maschi;18;Italia;Altro comune italiano;1
2010;Maschi;19;Egitto;Estero;1
2010;Maschi;19;Italia;Altro comune italiano;1
2010;Maschi;19;Italia;Milano;1
2010;Maschi;20;Italia;Altro comune italiano;2
2010;Maschi;21;Italia;Milano;2
2010;Maschi;21;Marocco;Estero;1
2010;Maschi;21;Perù;Milano;1
2010;Maschi;21;Romania;Milano;1
2010;Maschi;22;Italia;Altro comune italiano;2
2010;Maschi;22;Perù;Altro comune italiano;1
2010;Maschi;22;Sri Lanka (ex Ceylon);Milano;1
2010;Maschi;22;Venezuela;Estero;1
2010;Maschi;23;Cinese, Repubblica Popolare;Estero;1
2010;Maschi;23;El Salvador;Estero;1
2010;Maschi;23;Italia;Altro comune italiano;1
2010;Maschi;23;Italia;Milano;1
2010;Maschi;24;Italia;Altro comune italiano;2
2010;Maschi;24;Italia;Milano;1
2010;Maschi;24;Romania;Estero;1
2010;Maschi;25;Egitto;Altro comune italiano;1
2010;Maschi;25;Italia;Altro comune italiano;6
2010;Maschi;25;Italia;Estero;1
2010;Maschi;25;Ucraina;Milano;1
2010;Maschi;26;Italia;Altro comune italiano;2
2010;Maschi;26;Italia;Milano;3
2010;Maschi;27;Costa d'Avorio;Altro comune italiano;1
2010;Maschi;27;Italia;Altro comune italiano;3
2010;Maschi;27;Italia;Milano;1
2010;Maschi;28;Bosnia-Erzegovina;Estero;1
2010;Maschi;28;Germania;Estero;1
2010;Maschi;28;Italia;Altro comune italiano;7
2010;Maschi;28;Italia;Milano;3
2010;Maschi;29;Italia;Altro comune italiano;2
2010;Maschi;29;Italia;Milano;3
2010;Maschi;30;Filippine;Milano;1
2010;Maschi;30;Italia;Altro comune italiano;4
2010;Maschi;30;Italia;Milano;1
2010;Maschi;31;Albania;Altro comune italiano;1
2010;Maschi;31;Ecuador;Estero;1
2010;Maschi;31;Italia;Altro comune italiano;5
2010;Maschi;31;Italia;Milano;3
2010;Maschi;31;Marocco;Altro comune italiano;1
2010;Maschi;31;Marocco;Estero;1
2010;Maschi;32;Bulgaria;Estero;1
2010;Maschi;32;Italia;Altro comune italiano;3
2010;Maschi;33;Italia;Altro comune italiano;1
2010;Maschi;33;Italia;Milano;8
2010;Maschi;33;Turchia;Altro comune italiano;1
2010;Maschi;34;Filippine;Milano;1
2010;Maschi;34;Italia;Altro comune italiano;4
2010;Maschi;35;Algeria;Estero;1
2010;Maschi;35;Cinese, Repubblica Popolare;Estero;1
2010;Maschi;35;Italia;Altro comune italiano;4
2010;Maschi;35;Italia;Milano;4
2010;Maschi;35;Perù;Altro comune italiano;1
2010;Maschi;36;Egitto;Estero;1
2010;Maschi;36;Italia;Altro comune italiano;5
2010;Maschi;36;Italia;Milano;4
2010;Maschi;36;Senegal;Milano;1
2010;Maschi;37;Cinese, Repubblica Popolare;Estero;1
2010;Maschi;37;Italia;Altro comune italiano;3
2010;Maschi;37;Italia;Milano;2
2010;Maschi;37;Serbia, Repubblica di;Altro comune italiano;1
2010;Maschi;38;Cinese, Repubblica Popolare;Estero;1
2010;Maschi;38;Filippine;Estero;1
2010;Maschi;38;Italia;Altro comune italiano;6
2010;Maschi;38;Italia;Milano;1
2010;Maschi;38;Marocco;Milano;1
2010;Maschi;38;Polonia;Altro comune italiano;1
2010;Maschi;39;Cinese, Repubblica Popolare;Estero;1
2010;Maschi;39;Italia;Altro comune italiano;4
2010;Maschi;39;Italia;Milano;10
2010;Maschi;39;Senegal;Altro comune italiano;1
2010;Maschi;39;Sri Lanka (ex Ceylon);Estero;1
2010;Maschi;39;Ucraina;Altro comune italiano;1
2010;Maschi;40;Brasile;Estero;1
2010;Maschi;40;Cinese, Repubblica Popolare;Altro comune italiano;1
2010;Maschi;40;Cuba;Estero;1
2010;Maschi;40;Italia;Altro comune italiano;5
2010;Maschi;40;Italia;Milano;9
2010;Maschi;40;Tunisia;Milano;1
2010;Maschi;41;El Salvador;Milano;1
2010;Maschi;41;Italia;Altro comune italiano;4
2010;Maschi;41;Italia;Milano;7
2010;Maschi;41;Romania;Estero;1
2010;Maschi;41;Romania;Milano;1
2010;Maschi;41;Serbia, Repubblica di;Estero;1
2010;Maschi;41;Sri Lanka (ex Ceylon);Milano;2
2010;Maschi;42;Albania;Milano;1
2010;Maschi;42;India;Estero;1
2010;Maschi;42;Italia;Altro comune italiano;6
2010;Maschi;42;Italia;Milano;6
2010;Maschi;42;Romania;Altro comune italiano;1
2010;Maschi;43;Bangladesh;Milano;1
2010;Maschi;43;Cinese, Repubblica Popolare;Milano;2
2010;Maschi;43;Italia;Altro comune italiano;2
2010;Maschi;43;Italia;Milano;9
2010;Maschi;43;Ucraina;Estero;1
2010;Maschi;44;Bangladesh;Altro comune italiano;1
2010;Maschi;44;Filippine;Milano;1
2010;Maschi;44;Italia;Altro comune italiano;11
2010;Maschi;44;Italia;Milano;7
2010;Maschi;45;Cinese, Repubblica Popolare;Milano;1
2010;Maschi;45;Filippine;Milano;2
2010;Maschi;45;Italia;Altro comune italiano;4
2010;Maschi;45;Italia;Estero;2
2010;Maschi;45;Italia;Milano;9
2010;Maschi;45;Marshall, Isole;Milano;1
2010;Maschi;45;Romania;Altro comune italiano;1
2010;Maschi;45;Sri Lanka (ex Ceylon);Milano;1
2010;Maschi;46;Algeria;Milano;1
2010;Maschi;46;Egitto;Milano;1
2010;Maschi;46;Italia;Altro comune italiano;12
2010;Maschi;46;Italia;Milano;17
2010;Maschi;46;Romania;Estero;1
2010;Maschi;46;Sri Lanka (ex Ceylon);Altro comune italiano;1
2010;Maschi;47;Egitto;Altro comune italiano;1
2010;Maschi;47;Italia;Altro comune italiano;9
2010;Maschi;47;Italia;Milano;19
2010;Maschi;47;Sri Lanka (ex Ceylon);Estero;1
2010;Maschi;47;Ucraina;Estero;1
2010;Maschi;48;Egitto;Milano;1
2010;Maschi;48;Filippine;Milano;1
2010;Maschi;48;India;Estero;1
2010;Maschi;48;Italia;Altro comune italiano;15
2010;Maschi;48;Italia;Estero;2
2010;Maschi;48;Italia;Milano;13
2010;Maschi;49;Filippine;Milano;1
2010;Maschi;49;Italia;Altro comune italiano;12
2010;Maschi;49;Italia;Milano;11
2010;Maschi;49;Romania;Estero;1
2010;Maschi;49;Slovacchia;Estero;1
2010;Maschi;50;Italia;Altro comune italiano;22
2010;Maschi;50;Italia;Milano;12
2010;Maschi;50;Romania;Milano;1
2010;Maschi;51;Albania;Estero;1
2010;Maschi;51;Italia;Altro comune italiano;6
2010;Maschi;51;Italia;Estero;1
2010;Maschi;51;Italia;Milano;14
2010;Maschi;51;Non indicato;Milano;1
2010;Maschi;51;Romania;Estero;1
2010;Maschi;52;Filippine;Milano;1
2010;Maschi;52;Italia;Altro comune italiano;15
2010;Maschi;52;Italia;Milano;20
2010;Maschi;52;Norvegia;Milano;1
2010;Maschi;53;Eritrea;Estero;1
2010;Maschi;53;Italia;Altro comune italiano;15
2010;Maschi;53;Italia;Milano;22
2010;Maschi;53;Pakistan;Altro comune italiano;1
2010;Maschi;53;Polonia;Altro comune italiano;1
2010;Maschi;53;Romania;Milano;1
2010;Maschi;54;Filippine;Milano;1
2010;Maschi;54;Italia;Altro comune italiano;13
2010;Maschi;54;Italia;Estero;1
2010;Maschi;54;Italia;Milano;17
2010;Maschi;54;Libano;Milano;1
2010;Maschi;54;Romania;Milano;1
2010;Maschi;55;Egitto;Milano;1
2010;Maschi;55;Filippine;Milano;1
2010;Maschi;55;Italia;Altro comune italiano;11
2010;Maschi;55;Italia;Estero;1
2010;Maschi;55;Italia;Milano;26
2010;Maschi;55;Russa, Federazione;Altro comune italiano;1
2010;Maschi;55;Senegal;Milano;1
2010;Maschi;56;Bulgaria;Estero;1
2010;Maschi;56;Italia;Altro comune italiano;18
2010;Maschi;56;Italia;Milano;19
2010;Maschi;56;Perù;Altro comune italiano;2
2010;Maschi;57;Egitto;Altro comune italiano;1
2010;Maschi;57;Egitto;Milano;1
2010;Maschi;57;Germania;Estero;1
2010;Maschi;57;Italia;Altro comune italiano;17
2010;Maschi;57;Italia;Milano;25
2010;Maschi;57;Turchia;Estero;1
2010;Maschi;58;Italia;Altro comune italiano;21
2010;Maschi;58;Italia;Milano;29
2010;Maschi;58;Mauritius;Estero;1
2010;Maschi;59;Cinese, Repubblica Popolare;Milano;1
2010;Maschi;59;Croazia;Estero;1
2010;Maschi;59;Italia;Altro comune italiano;20
2010;Maschi;59;Italia;Milano;32
2010;Maschi;60;Italia;Altro comune italiano;23
2010;Maschi;60;Italia;Milano;54
2010;Maschi;61;Germania;Milano;1
2010;Maschi;61;Italia;Altro comune italiano;35
2010;Maschi;61;Italia;Milano;31
2010;Maschi;61;Sierra Leone;Milano;1
2010;Maschi;62;Albania;Estero;1
2010;Maschi;62;Italia;Altro comune italiano;33
2010;Maschi;62;Italia;Milano;44
2010;Maschi;62;Ucraina;Estero;1
2010;Maschi;63;Italia;Altro comune italiano;25
2010;Maschi;63;Italia;Milano;50
2010;Maschi;63;Ucraina;Milano;1
2010;Maschi;64;Giordania;Milano;1
2010;Maschi;64;Italia;Altro comune italiano;26
2010;Maschi;64;Italia;Milano;67
2010;Maschi;65;Italia;Altro comune italiano;32
2010;Maschi;65;Italia;Milano;57
2010;Maschi;66;Algeria;Estero;1
2010;Maschi;66;Italia;Altro comune italiano;29
2010;Maschi;66;Italia;Milano;67
2010;Maschi;67;Albania;Estero;1
2010;Maschi;67;Italia;Altro comune italiano;33
2010;Maschi;67;Italia;Estero;2
2010;Maschi;67;Italia;Milano;70
2010;Maschi;67;Spagna;Estero;1
2010;Maschi;67;Stati Uniti d'America;Estero;1
2010;Maschi;68;Italia;Altro comune italiano;38
2010;Maschi;68;Italia;Milano;87
2010;Maschi;69;Albania;Altro comune italiano;1
2010;Maschi;69;Italia;Altro comune italiano;49
2010;Maschi;69;Italia;Milano;86
2010;Maschi;70;Italia;Altro comune italiano;41
2010;Maschi;70;Italia;Milano;120
2010;Maschi;70;Marocco;Milano;1
2010;Maschi;70;Regno Unito;Milano;1
2010;Maschi;71;Italia;Altro comune italiano;47
2010;Maschi;71;Italia;Milano;104
2010;Maschi;72;Egitto;Milano;1
2010;Maschi;72;Italia;Altro comune italiano;49
2010;Maschi;72;Italia;Milano;125
2010;Maschi;73;Germania;Milano;1
2010;Maschi;73;Italia;Altro comune italiano;47
2010;Maschi;73;Italia;Estero;1
2010;Maschi;73;Italia;Milano;107
2010;Maschi;73;Spagna;Milano;1
2010;Maschi;74;Italia;Altro comune italiano;51
2010;Maschi;74;Italia;Estero;1
2010;Maschi;74;Italia;Milano;132
2010;Maschi;75;Italia;Altro comune italiano;46
2010;Maschi;75;Italia;Milano;139
2010;Maschi;76;Italia;Altro comune italiano;42
2010;Maschi;76;Italia;Estero;1
2010;Maschi;76;Italia;Milano;163
2010;Maschi;77;Italia;Altro comune italiano;40
2010;Maschi;77;Italia;Estero;1
2010;Maschi;77;Italia;Milano;169
2010;Maschi;78;Francia;Milano;1
2010;Maschi;78;Giappone;Milano;1
2010;Maschi;78;Italia;Altro comune italiano;52
2010;Maschi;78;Italia;Milano;183
2010;Maschi;79;Eritrea;Milano;1
2010;Maschi;79;Italia;Altro comune italiano;46
2010;Maschi;79;Italia;Milano;180
2010;Maschi;80;Italia;Altro comune italiano;37
2010;Maschi;80;Italia;Milano;218
2010;Maschi;81;Italia;Altro comune italiano;51
2010;Maschi;81;Italia;Estero;1
2010;Maschi;81;Italia;Milano;201
2010;Maschi;81;Perù;Milano;1
2010;Maschi;82;Italia;Altro comune italiano;42
2010;Maschi;82;Italia;Milano;197
2010;Maschi;82;Paesi Bassi;Milano;1
2010;Maschi;83;Austria;Milano;1
2010;Maschi;83;Italia;Altro comune italiano;60
2010;Maschi;83;Italia;Milano;212
2010;Maschi;83;Regno Unito;Milano;2
2010;Maschi;83;Ucraina;Milano;1
2010;Maschi;84;Italia;Altro comune italiano;48
2010;Maschi;84;Italia;Milano;210
2010;Maschi;84;Libia;Estero;1
2010;Maschi;84;Svizzera;Milano;1
2010;Maschi;85;Italia;Altro comune italiano;43
2010;Maschi;85;Italia;Milano;188
2010;Maschi;85;Turchia;Milano;1
2010;Maschi;86;Italia;Altro comune italiano;34
2010;Maschi;86;Italia;Milano;200
2010;Maschi;87;Italia;Altro comune italiano;25
2010;Maschi;87;Italia;Estero;1
2010;Maschi;87;Italia;Milano;180
2010;Maschi;87;Svizzera;Milano;1
2010;Maschi;88;Italia;Altro comune italiano;31
2010;Maschi;88;Italia;Milano;161
2010;Maschi;88;Regno Unito;Milano;1
2010;Maschi;88;Svizzera;Milano;1
2010;Maschi;88;Turchia;Milano;1
2010;Maschi;89;Austria;Milano;1
2010;Maschi;89;Germania;Altro comune italiano;1
2010;Maschi;89;Italia;Altro comune italiano;16
2010;Maschi;89;Italia;Milano;177
2010;Maschi;90;Italia;Altro comune italiano;20
2010;Maschi;90;Italia;Milano;145
2010;Maschi;90;Perù;Milano;1
2010;Maschi;90;Stati Uniti d'America;Milano;1
2010;Maschi;90;Svizzera;Milano;1
2010;Maschi;91;Italia;Altro comune italiano;8
2010;Maschi;91;Italia;Milano;68
2010;Maschi;92;Italia;Altro comune italiano;5
2010;Maschi;92;Italia;Milano;49
2010;Maschi;92;Pakistan;Milano;1
2010;Maschi;93;Italia;Altro comune italiano;9
2010;Maschi;93;Italia;Milano;69
2010;Maschi;94;Giappone;Estero;1
2010;Maschi;94;Italia;Altro comune italiano;16
2010;Maschi;94;Italia;Milano;55
2010;Maschi;94;Turchia;Milano;1
2010;Maschi;95;Italia;Altro comune italiano;4
2010;Maschi;95;Italia;Milano;66
2010;Maschi;96;Italia;Altro comune italiano;2
2010;Maschi;96;Italia;Milano;41
2010;Maschi;97;Italia;Altro comune italiano;4
2010;Maschi;97;Italia;Milano;35
2010;Maschi;98;Italia;Altro comune italiano;2
2010;Maschi;98;Italia;Milano;16
2010;Maschi;99;Italia;Altro comune italiano;5
2010;Maschi;99;Italia;Milano;13
2010;Maschi;100;Italia;Altro comune italiano;2
2010;Maschi;100;Italia;Milano;18
2010;Maschi;100;Marocco;Milano;1
2010;Maschi;101;Italia;Milano;7
2010;Maschi;102;Germania;Milano;1
2010;Maschi;102;Italia;Milano;3
2010;Maschi;103;Italia;Milano;2
2010;Maschi;104;Italia;Milano;1
2010;Maschi;105;Italia;Milano;2
2010;Maschi;106;Italia;Milano;1
2011;Femmine;0;Cinese, Repubblica Popolare;Milano;1
2011;Femmine;0;Ecuador;Milano;1
2011;Femmine;0;Egitto;Altro comune italiano;1
2011;Femmine;0;Egitto;Milano;1
2011;Femmine;0;Filippine;Estero;1
2011;Femmine;0;Filippine;Milano;2
2011;Femmine;0;Italia;Altro comune italiano;18
2011;Femmine;0;Italia;Milano;6
2011;Femmine;0;Russa, Federazione;Altro comune italiano;1
2011;Femmine;1;Italia;Altro comune italiano;1
2011;Femmine;3;Marocco;Milano;1
2011;Femmine;4;Ecuador;Milano;1
2011;Femmine;4;Italia;Altro comune italiano;1
2011;Femmine;5;Albania;Milano;1
2011;Femmine;5;Italia;Milano;1
2011;Femmine;8;Italia;Milano;1
2011;Femmine;10;Italia;Altro comune italiano;1
2011;Femmine;15;Italia;Altro comune italiano;1
2011;Femmine;15;Italia;Milano;1
2011;Femmine;17;Italia;Altro comune italiano;1
2011;Femmine;17;Italia;Milano;1
2011;Femmine;19;Egitto;Altro comune italiano;1
2011;Femmine;19;Italia;Altro comune italiano;1
2011;Femmine;20;Italia;Altro comune italiano;4
2011;Femmine;20;Italia;Milano;1
2011;Femmine;21;Italia;Altro comune italiano;1
2011;Femmine;21;Italia;Milano;1
2011;Femmine;22;Italia;Altro comune italiano;1
2011;Femmine;22;Italia;Milano;1
2011;Femmine;23;Italia;Altro comune italiano;1
2011;Femmine;24;Italia;Milano;1
