Anno evento;Zona;Genere;Età decesso;Cittadinanza;Luogo decesso;Numerosità
2003;;Maschi;46;Italia;Milano;1
2003;1;Femmine;0;Italia;Milano;5
2003;1;Femmine;13;Italia;Milano;1
2003;1;Femmine;23;Italia;Fuori Milano;1
2003;1;Femmine;34;Italia;Milano;1
2003;1;Femmine;35;Italia;Milano;1
2003;1;Femmine;38;Italia;Fuori Milano;1
2003;1;Femmine;38;Italia;Milano;1
2003;1;Femmine;39;Italia;Milano;1
2003;1;Femmine;40;Italia;Fuori Milano;1
2003;1;Femmine;40;Italia;Milano;1
2003;1;Femmine;41;Italia;Milano;1
2003;1;Femmine;42;Italia;Milano;1
2003;1;Femmine;43;Italia;Fuori Milano;1
2003;1;Femmine;45;Italia;Milano;2
2003;1;Femmine;46;Italia;Milano;1
2003;1;Femmine;47;Italia;Milano;1
2003;1;Femmine;48;Italia;Milano;2
2003;1;Femmine;49;Italia;Milano;2
2003;1;Femmine;51;Italia;Milano;4
2003;1;Femmine;52;Filippine;Milano;1
2003;1;Femmine;52;Italia;Milano;2
2003;1;Femmine;53;Italia;Milano;1
2003;1;Femmine;54;Italia;Fuori Milano;4
2003;1;Femmine;54;Italia;Milano;4
2003;1;Femmine;55;Italia;Fuori Milano;1
2003;1;Femmine;56;Italia;Fuori Milano;1
2003;1;Femmine;56;Italia;Milano;3
2003;1;Femmine;57;Italia;Fuori Milano;2
2003;1;Femmine;57;Italia;Milano;3
2003;1;Femmine;59;Italia;Fuori Milano;1
2003;1;Femmine;59;Italia;Milano;2
2003;1;Femmine;60;Italia;Fuori Milano;1
2003;1;Femmine;60;Italia;Milano;4
2003;1;Femmine;61;Italia;Milano;3
2003;1;Femmine;62;Italia;Milano;3
2003;1;Femmine;63;Italia;Fuori Milano;2
2003;1;Femmine;63;Italia;Milano;7
2003;1;Femmine;64;Italia;Fuori Milano;1
2003;1;Femmine;64;Italia;Milano;5
2003;1;Femmine;65;Italia;Milano;6
2003;1;Femmine;66;Italia;Fuori Milano;1
2003;1;Femmine;66;Italia;Milano;5
2003;1;Femmine;67;Italia;Fuori Milano;1
2003;1;Femmine;67;Italia;Milano;2
2003;1;Femmine;68;Italia;Fuori Milano;1
2003;1;Femmine;68;Italia;Milano;3
2003;1;Femmine;69;Italia;Fuori Milano;1
2003;1;Femmine;69;Italia;Milano;2
2003;1;Femmine;70;Italia;Milano;3
2003;1;Femmine;71;Italia;Fuori Milano;2
2003;1;Femmine;71;Italia;Milano;2
2003;1;Femmine;72;Italia;Fuori Milano;2
2003;1;Femmine;72;Italia;Milano;10
2003;1;Femmine;73;Italia;Fuori Milano;2
2003;1;Femmine;73;Italia;Milano;5
2003;1;Femmine;74;Italia;Fuori Milano;2
2003;1;Femmine;74;Italia;Milano;15
2003;1;Femmine;75;Italia;Fuori Milano;3
2003;1;Femmine;75;Italia;Milano;11
2003;1;Femmine;76;Italia;Fuori Milano;2
2003;1;Femmine;76;Italia;Milano;11
2003;1;Femmine;77;Italia;Fuori Milano;2
2003;1;Femmine;77;Italia;Milano;11
2003;1;Femmine;78;Italia;Fuori Milano;3
2003;1;Femmine;78;Italia;Milano;11
2003;1;Femmine;79;Italia;Fuori Milano;2
2003;1;Femmine;79;Italia;Milano;13
2003;1;Femmine;80;Italia;Fuori Milano;4
2003;1;Femmine;80;Italia;Milano;13
2003;1;Femmine;81;Italia;Fuori Milano;3
2003;1;Femmine;81;Italia;Milano;16
2003;1;Femmine;82;Italia;Fuori Milano;3
2003;1;Femmine;82;Italia;Milano;23
2003;1;Femmine;83;Italia;Fuori Milano;2
2003;1;Femmine;83;Italia;Milano;20
2003;1;Femmine;84;Italia;Fuori Milano;1
2003;1;Femmine;84;Italia;Milano;6
2003;1;Femmine;85;Italia;Fuori Milano;5
2003;1;Femmine;85;Italia;Milano;15
2003;1;Femmine;86;Italia;Fuori Milano;5
2003;1;Femmine;86;Italia;Milano;20
2003;1;Femmine;86;Svizzera;Milano;1
2003;1;Femmine;87;Italia;Fuori Milano;6
2003;1;Femmine;87;Italia;Milano;16
2003;1;Femmine;88;Italia;Fuori Milano;6
2003;1;Femmine;88;Italia;Milano;21
2003;1;Femmine;89;Italia;Fuori Milano;5
2003;1;Femmine;89;Italia;Milano;22
2003;1;Femmine;90;Italia;Fuori Milano;5
2003;1;Femmine;90;Italia;Milano;22
2003;1;Femmine;91;Italia;Fuori Milano;2
2003;1;Femmine;91;Italia;Milano;28
2003;1;Femmine;92;Italia;Fuori Milano;4
2003;1;Femmine;92;Italia;Milano;19
2003;1;Femmine;93;Italia;Fuori Milano;7
2003;1;Femmine;93;Italia;Milano;18
2003;1;Femmine;94;Italia;Fuori Milano;2
2003;1;Femmine;94;Italia;Milano;18
2003;1;Femmine;95;Italia;Fuori Milano;4
2003;1;Femmine;95;Italia;Milano;12
2003;1;Femmine;96;Italia;Fuori Milano;1
2003;1;Femmine;96;Italia;Milano;15
2003;1;Femmine;97;Italia;Fuori Milano;1
2003;1;Femmine;97;Italia;Milano;11
2003;1;Femmine;98;Italia;Fuori Milano;6
2003;1;Femmine;98;Italia;Milano;8
2003;1;Femmine;99;Italia;Fuori Milano;2
2003;1;Femmine;99;Italia;Milano;6
2003;1;Femmine;100;Italia;Fuori Milano;1
2003;1;Femmine;100;Italia;Milano;4
2003;1;Femmine;101;Italia;Milano;3
2003;1;Femmine;102;Italia;Milano;3
2003;1;Maschi;0;Italia;Milano;6
2003;1;Maschi;19;Italia;Fuori Milano;1
2003;1;Maschi;25;Italia;Milano;1
2003;1;Maschi;26;Italia;Fuori Milano;1
2003;1;Maschi;27;Italia;Milano;1
2003;1;Maschi;29;Italia;Fuori Milano;1
2003;1;Maschi;30;Italia;Fuori Milano;1
2003;1;Maschi;30;Italia;Milano;1
2003;1;Maschi;32;Italia;Milano;1
2003;1;Maschi;33;Italia;Fuori Milano;1
2003;1;Maschi;36;Italia;Fuori Milano;1
2003;1;Maschi;36;Italia;Milano;1
2003;1;Maschi;38;Italia;Fuori Milano;1
2003;1;Maschi;38;Sri Lanka (ex Ceylon);Milano;1
2003;1;Maschi;40;Italia;Fuori Milano;2
2003;1;Maschi;41;Italia;Fuori Milano;1
2003;1;Maschi;43;Italia;Fuori Milano;1
2003;1;Maschi;43;Italia;Milano;1
2003;1;Maschi;44;Italia;Milano;1
2003;1;Maschi;45;Italia;Fuori Milano;1
2003;1;Maschi;45;Italia;Milano;1
2003;1;Maschi;46;Italia;Milano;1
2003;1;Maschi;47;Italia;Milano;1
2003;1;Maschi;48;Italia;Milano;1
2003;1;Maschi;49;Italia;Milano;2
2003;1;Maschi;50;Italia;Milano;1
2003;1;Maschi;51;Italia;Fuori Milano;1
2003;1;Maschi;52;Italia;Fuori Milano;2
2003;1;Maschi;52;Italia;Milano;4
2003;1;Maschi;53;Italia;Fuori Milano;1
2003;1;Maschi;54;Italia;Fuori Milano;1
2003;1;Maschi;54;Italia;Milano;3
2003;1;Maschi;55;Italia;Milano;3
2003;1;Maschi;56;Italia;Milano;4
2003;1;Maschi;57;Italia;Fuori Milano;1
2003;1;Maschi;57;Italia;Milano;2
2003;1;Maschi;58;Italia;Fuori Milano;1
2003;1;Maschi;58;Italia;Milano;2
2003;1;Maschi;59;Italia;Fuori Milano;4
2003;1;Maschi;59;Italia;Milano;4
2003;1;Maschi;60;Italia;Milano;4
2003;1;Maschi;61;Italia;Fuori Milano;1
2003;1;Maschi;61;Italia;Milano;3
2003;1;Maschi;62;Giappone;Milano;1
2003;1;Maschi;62;Italia;Fuori Milano;2
2003;1;Maschi;62;Italia;Milano;1
2003;1;Maschi;63;Italia;Milano;2
2003;1;Maschi;64;Italia;Fuori Milano;1
2003;1;Maschi;64;Italia;Milano;7
2003;1;Maschi;65;Italia;Fuori Milano;2
2003;1;Maschi;65;Italia;Milano;5
2003;1;Maschi;66;Italia;Fuori Milano;2
2003;1;Maschi;66;Italia;Milano;7
2003;1;Maschi;67;Italia;Fuori Milano;1
2003;1;Maschi;67;Italia;Milano;6
2003;1;Maschi;68;Italia;Fuori Milano;1
2003;1;Maschi;68;Italia;Milano;3
2003;1;Maschi;69;Italia;Milano;4
2003;1;Maschi;70;Italia;Fuori Milano;2
2003;1;Maschi;70;Italia;Milano;5
2003;1;Maschi;71;Italia;Fuori Milano;2
2003;1;Maschi;71;Italia;Milano;8
2003;1;Maschi;72;Italia;Fuori Milano;1
2003;1;Maschi;72;Italia;Milano;11
2003;1;Maschi;73;Italia;Fuori Milano;2
2003;1;Maschi;73;Italia;Milano;11
2003;1;Maschi;74;Italia;Fuori Milano;6
2003;1;Maschi;74;Italia;Milano;11
2003;1;Maschi;75;Italia;Fuori Milano;4
2003;1;Maschi;75;Italia;Milano;5
2003;1;Maschi;76;Italia;Fuori Milano;3
2003;1;Maschi;76;Italia;Milano;9
2003;1;Maschi;77;Italia;Fuori Milano;2
2003;1;Maschi;77;Italia;Milano;9
2003;1;Maschi;78;Italia;Fuori Milano;6
2003;1;Maschi;78;Italia;Milano;11
2003;1;Maschi;79;Italia;Milano;9
2003;1;Maschi;80;Italia;Fuori Milano;3
2003;1;Maschi;80;Italia;Milano;14
2003;1;Maschi;81;Italia;Fuori Milano;2
2003;1;Maschi;81;Italia;Milano;15
2003;1;Maschi;82;Italia;Fuori Milano;5
2003;1;Maschi;82;Italia;Milano;15
2003;1;Maschi;83;Italia;Fuori Milano;5
2003;1;Maschi;83;Italia;Milano;11
2003;1;Maschi;84;Italia;Fuori Milano;1
2003;1;Maschi;84;Italia;Milano;5
2003;1;Maschi;85;Italia;Milano;12
2003;1;Maschi;86;Italia;Fuori Milano;1
2003;1;Maschi;86;Italia;Milano;4
2003;1;Maschi;87;Italia;Fuori Milano;3
2003;1;Maschi;87;Italia;Milano;6
2003;1;Maschi;88;Italia;Fuori Milano;2
2003;1;Maschi;88;Italia;Milano;14
2003;1;Maschi;89;Italia;Fuori Milano;3
2003;1;Maschi;89;Italia;Milano;15
2003;1;Maschi;90;Italia;Fuori Milano;7
2003;1;Maschi;90;Italia;Milano;10
2003;1;Maschi;91;Italia;Fuori Milano;4
2003;1;Maschi;91;Italia;Milano;4
2003;1;Maschi;92;Italia;Fuori Milano;2
2003;1;Maschi;92;Italia;Milano;8
2003;1;Maschi;93;Italia;Fuori Milano;2
2003;1;Maschi;93;Italia;Milano;8
2003;1;Maschi;94;Italia;Fuori Milano;2
2003;1;Maschi;94;Italia;Milano;8
2003;1;Maschi;95;Italia;Fuori Milano;1
2003;1;Maschi;95;Italia;Milano;4
2003;1;Maschi;96;Italia;Milano;4
2003;1;Maschi;97;Italia;Fuori Milano;1
2003;1;Maschi;97;Italia;Milano;5
2003;1;Maschi;98;Italia;Milano;2
2003;1;Maschi;99;Italia;Fuori Milano;1
2003;1;Maschi;101;Turchia;Milano;1
2003;1;Maschi;104;Italia;Milano;1
2003;2;Femmine;0;Italia;Fuori Milano;1
2003;2;Femmine;0;Italia;Milano;1
2003;2;Femmine;13;Italia;Fuori Milano;1
2003;2;Femmine;17;Filippine;Milano;1
2003;2;Femmine;34;Italia;Fuori Milano;1
2003;2;Femmine;34;Italia;Milano;1
2003;2;Femmine;35;Italia;Milano;2
2003;2;Femmine;36;Italia;Fuori Milano;1
2003;2;Femmine;40;Italia;Fuori Milano;1
2003;2;Femmine;42;Italia;Fuori Milano;1
2003;2;Femmine;42;Italia;Milano;2
2003;2;Femmine;43;Italia;Milano;1
2003;2;Femmine;45;Italia;Milano;3
2003;2;Femmine;46;Italia;Fuori Milano;1
2003;2;Femmine;47;Germania;Fuori Milano;1
2003;2;Femmine;47;Italia;Fuori Milano;1
2003;2;Femmine;47;Italia;Milano;1
2003;2;Femmine;48;Italia;Fuori Milano;1
2003;2;Femmine;48;Italia;Milano;2
2003;2;Femmine;49;El Salvador;Milano;1
2003;2;Femmine;49;Italia;Fuori Milano;1
2003;2;Femmine;50;Italia;Milano;3
2003;2;Femmine;51;Italia;Milano;1
2003;2;Femmine;52;Italia;Fuori Milano;2
2003;2;Femmine;52;Italia;Milano;1
2003;2;Femmine;53;Italia;Fuori Milano;1
2003;2;Femmine;53;Italia;Milano;1
2003;2;Femmine;55;Italia;Milano;1
2003;2;Femmine;56;Italia;Fuori Milano;1
2003;2;Femmine;56;Italia;Milano;4
2003;2;Femmine;57;Italia;Fuori Milano;2
2003;2;Femmine;57;Italia;Milano;2
2003;2;Femmine;58;Italia;Milano;3
2003;2;Femmine;59;Italia;Fuori Milano;2
2003;2;Femmine;59;Italia;Milano;3
2003;2;Femmine;60;Italia;Fuori Milano;1
2003;2;Femmine;60;Italia;Milano;1
2003;2;Femmine;61;Italia;Milano;2
2003;2;Femmine;62;Italia;Fuori Milano;1
2003;2;Femmine;62;Italia;Milano;1
2003;2;Femmine;63;Haiti;Milano;1
2003;2;Femmine;63;Italia;Fuori Milano;1
2003;2;Femmine;63;Italia;Milano;3
2003;2;Femmine;64;Italia;Fuori Milano;4
2003;2;Femmine;64;Italia;Milano;6
2003;2;Femmine;65;Italia;Milano;6
2003;2;Femmine;66;Italia;Fuori Milano;1
2003;2;Femmine;66;Italia;Milano;3
2003;2;Femmine;67;Italia;Fuori Milano;3
2003;2;Femmine;67;Italia;Milano;6
2003;2;Femmine;68;Italia;Fuori Milano;3
2003;2;Femmine;68;Italia;Milano;8
2003;2;Femmine;69;Italia;Fuori Milano;1
2003;2;Femmine;69;Italia;Milano;5
2003;2;Femmine;70;Italia;Fuori Milano;6
2003;2;Femmine;70;Italia;Milano;8
2003;2;Femmine;71;Italia;Fuori Milano;2
2003;2;Femmine;71;Italia;Milano;8
2003;2;Femmine;72;Italia;Fuori Milano;5
2003;2;Femmine;72;Italia;Milano;7
2003;2;Femmine;73;Italia;Fuori Milano;3
2003;2;Femmine;73;Italia;Milano;10
2003;2;Femmine;74;Canada;Milano;1
2003;2;Femmine;74;Italia;Fuori Milano;3
2003;2;Femmine;74;Italia;Milano;10
2003;2;Femmine;75;Italia;Fuori Milano;6
2003;2;Femmine;75;Italia;Milano;12
2003;2;Femmine;76;Italia;Fuori Milano;2
2003;2;Femmine;76;Italia;Milano;14
2003;2;Femmine;77;Italia;Fuori Milano;12
2003;2;Femmine;77;Italia;Milano;16
2003;2;Femmine;78;Italia;Fuori Milano;10
2003;2;Femmine;78;Italia;Milano;18
2003;2;Femmine;79;Italia;Fuori Milano;3
2003;2;Femmine;79;Italia;Milano;20
2003;2;Femmine;80;Italia;Fuori Milano;10
2003;2;Femmine;80;Italia;Milano;21
2003;2;Femmine;81;Italia;Fuori Milano;8
2003;2;Femmine;81;Italia;Milano;25
2003;2;Femmine;82;Italia;Fuori Milano;14
2003;2;Femmine;82;Italia;Milano;24
2003;2;Femmine;83;Italia;Fuori Milano;12
2003;2;Femmine;83;Italia;Milano;29
2003;2;Femmine;84;Italia;Fuori Milano;9
2003;2;Femmine;84;Italia;Milano;21
2003;2;Femmine;85;Italia;Fuori Milano;6
2003;2;Femmine;85;Italia;Milano;7
2003;2;Femmine;86;Italia;Fuori Milano;6
2003;2;Femmine;86;Italia;Milano;13
2003;2;Femmine;87;Italia;Fuori Milano;10
2003;2;Femmine;87;Italia;Milano;18
2003;2;Femmine;88;Italia;Fuori Milano;13
2003;2;Femmine;88;Italia;Milano;25
2003;2;Femmine;89;Italia;Fuori Milano;7
2003;2;Femmine;89;Italia;Milano;17
2003;2;Femmine;90;Italia;Fuori Milano;19
2003;2;Femmine;90;Italia;Milano;16
2003;2;Femmine;91;Italia;Fuori Milano;10
2003;2;Femmine;91;Italia;Milano;16
2003;2;Femmine;92;Italia;Fuori Milano;11
2003;2;Femmine;92;Italia;Milano;18
2003;2;Femmine;93;Italia;Fuori Milano;9
2003;2;Femmine;93;Italia;Milano;10
2003;2;Femmine;94;Italia;Fuori Milano;6
2003;2;Femmine;94;Italia;Milano;8
2003;2;Femmine;95;Italia;Fuori Milano;5
2003;2;Femmine;95;Italia;Milano;8
2003;2;Femmine;96;Italia;Fuori Milano;1
2003;2;Femmine;96;Italia;Milano;14
2003;2;Femmine;97;Italia;Fuori Milano;1
2003;2;Femmine;97;Italia;Milano;4
2003;2;Femmine;98;Italia;Fuori Milano;2
2003;2;Femmine;98;Italia;Milano;3
2003;2;Femmine;99;Italia;Milano;1
2003;2;Femmine;100;Italia;Milano;4
2003;2;Femmine;101;Italia;Milano;1
2003;2;Femmine;103;Italia;Milano;1
2003;2;Femmine;105;Italia;Milano;1
2003;2;Maschi;0;Italia;Milano;1
2003;2;Maschi;21;Italia;Milano;1
2003;2;Maschi;25;Marocco;Milano;1
2003;2;Maschi;26;Italia;Milano;1
2003;2;Maschi;28;Bangladesh;Milano;1
2003;2;Maschi;28;Italia;Fuori Milano;1
2003;2;Maschi;28;Italia;Milano;1
2003;2;Maschi;30;Brasile;Milano;1
2003;2;Maschi;30;Italia;Fuori Milano;2
2003;2;Maschi;32;Italia;Fuori Milano;2
2003;2;Maschi;33;Italia;Fuori Milano;1
2003;2;Maschi;34;Italia;Fuori Milano;1
2003;2;Maschi;36;Italia;Milano;4
2003;2;Maschi;37;Italia;Milano;1
2003;2;Maschi;38;Italia;Milano;1
2003;2;Maschi;41;Italia;Fuori Milano;2
2003;2;Maschi;41;Italia;Milano;3
2003;2;Maschi;42;Italia;Milano;1
2003;2;Maschi;43;Italia;Milano;2
2003;2;Maschi;44;Italia;Fuori Milano;2
2003;2;Maschi;45;Italia;Milano;2
2003;2;Maschi;46;Italia;Milano;1
2003;2;Maschi;47;Italia;Fuori Milano;1
2003;2;Maschi;47;Italia;Milano;2
2003;2;Maschi;48;Italia;Fuori Milano;3
2003;2;Maschi;48;Italia;Milano;1
2003;2;Maschi;49;Italia;Fuori Milano;1
2003;2;Maschi;49;Italia;Milano;2
2003;2;Maschi;50;Italia;Milano;1
2003;2;Maschi;51;Italia;Fuori Milano;1
2003;2;Maschi;51;Italia;Milano;2
2003;2;Maschi;52;Italia;Fuori Milano;3
2003;2;Maschi;52;Italia;Milano;4
2003;2;Maschi;53;Italia;Fuori Milano;2
2003;2;Maschi;53;Italia;Milano;4
2003;2;Maschi;54;Italia;Fuori Milano;2
2003;2;Maschi;54;Italia;Milano;5
2003;2;Maschi;55;Italia;Fuori Milano;3
2003;2;Maschi;55;Italia;Milano;1
2003;2;Maschi;56;Italia;Fuori Milano;1
2003;2;Maschi;56;Italia;Milano;6
2003;2;Maschi;57;Italia;Fuori Milano;1
2003;2;Maschi;57;Italia;Milano;3
2003;2;Maschi;58;Italia;Fuori Milano;2
2003;2;Maschi;58;Italia;Milano;1
2003;2;Maschi;59;Italia;Fuori Milano;1
2003;2;Maschi;59;Italia;Milano;2
2003;2;Maschi;60;Italia;Fuori Milano;3
2003;2;Maschi;60;Italia;Milano;6
2003;2;Maschi;61;Italia;Milano;5
2003;2;Maschi;62;Italia;Fuori Milano;3
2003;2;Maschi;62;Italia;Milano;6
2003;2;Maschi;63;Italia;Milano;11
2003;2;Maschi;64;Italia;Fuori Milano;3
2003;2;Maschi;64;Italia;Milano;5
2003;2;Maschi;65;Italia;Fuori Milano;2
2003;2;Maschi;65;Italia;Milano;8
2003;2;Maschi;66;Italia;Fuori Milano;3
2003;2;Maschi;66;Italia;Milano;3
2003;2;Maschi;67;Italia;Fuori Milano;1
2003;2;Maschi;67;Italia;Milano;8
2003;2;Maschi;68;Italia;Fuori Milano;4
2003;2;Maschi;68;Italia;Milano;12
2003;2;Maschi;69;Italia;Fuori Milano;3
2003;2;Maschi;69;Italia;Milano;13
2003;2;Maschi;70;Italia;Fuori Milano;4
2003;2;Maschi;70;Italia;Milano;10
2003;2;Maschi;71;Italia;Fuori Milano;4
2003;2;Maschi;71;Italia;Milano;9
2003;2;Maschi;72;Italia;Fuori Milano;9
2003;2;Maschi;72;Italia;Milano;14
2003;2;Maschi;73;Italia;Fuori Milano;8
2003;2;Maschi;73;Italia;Milano;12
2003;2;Maschi;74;Italia;Fuori Milano;4
2003;2;Maschi;74;Italia;Milano;13
2003;2;Maschi;75;Italia;Fuori Milano;3
2003;2;Maschi;75;Italia;Milano;19
2003;2;Maschi;76;Italia;Fuori Milano;11
2003;2;Maschi;76;Italia;Milano;19
2003;2;Maschi;77;Italia;Fuori Milano;3
2003;2;Maschi;77;Italia;Milano;12
2003;2;Maschi;78;Italia;Fuori Milano;7
2003;2;Maschi;78;Italia;Milano;23
2003;2;Maschi;79;Italia;Fuori Milano;7
2003;2;Maschi;79;Italia;Milano;16
2003;2;Maschi;80;Italia;Fuori Milano;4
2003;2;Maschi;80;Italia;Milano;13
2003;2;Maschi;81;Italia;Fuori Milano;6
2003;2;Maschi;81;Italia;Milano;17
2003;2;Maschi;82;Italia;Fuori Milano;5
2003;2;Maschi;82;Italia;Milano;15
2003;2;Maschi;83;Italia;Fuori Milano;7
2003;2;Maschi;83;Italia;Milano;13
2003;2;Maschi;84;Italia;Fuori Milano;3
2003;2;Maschi;84;Italia;Milano;11
2003;2;Maschi;85;Italia;Fuori Milano;5
2003;2;Maschi;85;Italia;Milano;10
2003;2;Maschi;86;Italia;Fuori Milano;8
2003;2;Maschi;86;Italia;Milano;7
2003;2;Maschi;87;Italia;Fuori Milano;4
2003;2;Maschi;87;Italia;Milano;10
2003;2;Maschi;88;Italia;Fuori Milano;10
2003;2;Maschi;88;Italia;Milano;15
2003;2;Maschi;89;Francia;Milano;1
2003;2;Maschi;89;Italia;Fuori Milano;12
2003;2;Maschi;89;Italia;Milano;10
2003;2;Maschi;90;Italia;Fuori Milano;4
2003;2;Maschi;90;Italia;Milano;10
2003;2;Maschi;91;Italia;Fuori Milano;4
2003;2;Maschi;91;Italia;Milano;10
2003;2;Maschi;92;Italia;Fuori Milano;6
2003;2;Maschi;92;Italia;Milano;8
2003;2;Maschi;93;Italia;Fuori Milano;5
2003;2;Maschi;93;Italia;Milano;9
2003;2;Maschi;94;Italia;Fuori Milano;2
2003;2;Maschi;94;Italia;Milano;3
2003;2;Maschi;95;Italia;Milano;2
2003;2;Maschi;96;Italia;Fuori Milano;1
2003;2;Maschi;96;Italia;Milano;2
2003;2;Maschi;97;Italia;Fuori Milano;1
2003;2;Maschi;97;Italia;Milano;1
2003;3;Femmine;0;Italia;Fuori Milano;4
2003;3;Femmine;0;Italia;Milano;1
2003;3;Femmine;27;Italia;Milano;1
2003;3;Femmine;32;Italia;Fuori Milano;1
2003;3;Femmine;32;Italia;Milano;1
2003;3;Femmine;33;Italia;Milano;1
2003;3;Femmine;38;Italia;Milano;1
2003;3;Femmine;40;Italia;Milano;2
2003;3;Femmine;41;Italia;Milano;2
2003;3;Femmine;43;Italia;Milano;1
2003;3;Femmine;46;Italia;Fuori Milano;1
2003;3;Femmine;46;Italia;Milano;1
2003;3;Femmine;48;Italia;Fuori Milano;1
2003;3;Femmine;49;Italia;Fuori Milano;1
2003;3;Femmine;49;Italia;Milano;1
2003;3;Femmine;50;Italia;Milano;1
2003;3;Femmine;52;Italia;Milano;1
2003;3;Femmine;53;Italia;Fuori Milano;1
2003;3;Femmine;53;Italia;Milano;4
2003;3;Femmine;54;Italia;Fuori Milano;1
2003;3;Femmine;54;Italia;Milano;3
2003;3;Femmine;55;Italia;Fuori Milano;2
2003;3;Femmine;55;Italia;Milano;1
2003;3;Femmine;56;Italia;Fuori Milano;1
2003;3;Femmine;56;Italia;Milano;2
2003;3;Femmine;57;Italia;Fuori Milano;1
2003;3;Femmine;57;Italia;Milano;4
2003;3;Femmine;58;Italia;Milano;3
2003;3;Femmine;59;Italia;Milano;3
2003;3;Femmine;60;Italia;Milano;3
2003;3;Femmine;61;Italia;Milano;7
2003;3;Femmine;62;Italia;Fuori Milano;3
2003;3;Femmine;63;Italia;Fuori Milano;4
2003;3;Femmine;63;Italia;Milano;1
2003;3;Femmine;64;Italia;Milano;4
2003;3;Femmine;65;Italia;Fuori Milano;3
2003;3;Femmine;65;Italia;Milano;4
2003;3;Femmine;66;Italia;Milano;3
2003;3;Femmine;67;Italia;Fuori Milano;1
2003;3;Femmine;67;Italia;Milano;10
2003;3;Femmine;68;Italia;Fuori Milano;4
2003;3;Femmine;68;Italia;Milano;5
2003;3;Femmine;69;Italia;Fuori Milano;5
2003;3;Femmine;69;Italia;Milano;7
2003;3;Femmine;70;Italia;Milano;8
2003;3;Femmine;71;Italia;Fuori Milano;2
2003;3;Femmine;71;Italia;Milano;7
2003;3;Femmine;72;Italia;Fuori Milano;3
2003;3;Femmine;72;Italia;Milano;11
2003;3;Femmine;73;Italia;Fuori Milano;2
2003;3;Femmine;73;Italia;Milano;9
2003;3;Femmine;74;Italia;Fuori Milano;3
2003;3;Femmine;74;Italia;Milano;13
2003;3;Femmine;75;Italia;Fuori Milano;6
2003;3;Femmine;75;Italia;Milano;15
2003;3;Femmine;76;Italia;Fuori Milano;9
2003;3;Femmine;76;Italia;Milano;12
2003;3;Femmine;77;Italia;Fuori Milano;7
2003;3;Femmine;77;Italia;Milano;12
2003;3;Femmine;78;Italia;Fuori Milano;6
2003;3;Femmine;78;Italia;Milano;14
2003;3;Femmine;79;Italia;Fuori Milano;11
2003;3;Femmine;79;Italia;Milano;24
2003;3;Femmine;80;Italia;Fuori Milano;5
2003;3;Femmine;80;Italia;Milano;21
2003;3;Femmine;81;Italia;Fuori Milano;9
2003;3;Femmine;81;Italia;Milano;33
2003;3;Femmine;82;Italia;Fuori Milano;16
2003;3;Femmine;82;Italia;Milano;22
2003;3;Femmine;83;Italia;Fuori Milano;11
2003;3;Femmine;83;Italia;Milano;17
2003;3;Femmine;84;Italia;Fuori Milano;8
2003;3;Femmine;84;Italia;Milano;21
2003;3;Femmine;85;Italia;Fuori Milano;8
2003;3;Femmine;85;Italia;Milano;16
2003;3;Femmine;86;Italia;Fuori Milano;4
2003;3;Femmine;86;Italia;Milano;27
2003;3;Femmine;87;Italia;Fuori Milano;17
2003;3;Femmine;87;Italia;Milano;36
2003;3;Femmine;88;Italia;Fuori Milano;15
2003;3;Femmine;88;Italia;Milano;30
2003;3;Femmine;89;Italia;Fuori Milano;13
2003;3;Femmine;89;Italia;Milano;26
2003;3;Femmine;90;Italia;Fuori Milano;14
2003;3;Femmine;90;Italia;Milano;21
2003;3;Femmine;91;Italia;Fuori Milano;10
2003;3;Femmine;91;Italia;Milano;34
2003;3;Femmine;92;Italia;Fuori Milano;7
2003;3;Femmine;92;Italia;Milano;29
2003;3;Femmine;93;Italia;Fuori Milano;6
2003;3;Femmine;93;Italia;Milano;17
2003;3;Femmine;94;Italia;Fuori Milano;14
2003;3;Femmine;94;Italia;Milano;22
2003;3;Femmine;95;Italia;Fuori Milano;9
2003;3;Femmine;95;Italia;Milano;17
2003;3;Femmine;96;Italia;Fuori Milano;2
2003;3;Femmine;96;Italia;Milano;10
2003;3;Femmine;97;Italia;Fuori Milano;3
2003;3;Femmine;97;Italia;Milano;8
2003;3;Femmine;98;Italia;Milano;8
2003;3;Femmine;99;Italia;Fuori Milano;1
2003;3;Femmine;99;Italia;Milano;4
2003;3;Femmine;100;Italia;Milano;4
2003;3;Femmine;101;Italia;Fuori Milano;1
2003;3;Femmine;101;Italia;Milano;2
2003;3;Femmine;103;Italia;Milano;2
2003;3;Femmine;104;Italia;Milano;1
2003;3;Femmine;105;Italia;Milano;1
2003;3;Maschi;0;Italia;Milano;4
2003;3;Maschi;5;Italia;Fuori Milano;1
2003;3;Maschi;12;Italia;Milano;1
2003;3;Maschi;26;Albania;Milano;1
2003;3;Maschi;26;Italia;Fuori Milano;1
2003;3;Maschi;27;Italia;Milano;1
2003;3;Maschi;30;Italia;Milano;1
2003;3;Maschi;30;Marocco;Milano;1
2003;3;Maschi;68;Italia;Fuori Milano;1
2003;3;Maschi;68;Italia;Milano;8
2003;3;Maschi;69;Italia;Fuori Milano;3
2003;3;Maschi;69;Italia;Milano;9
